,Verse,Transcription
3842,1Mac11:23,"ὡς δὲ ἤκουσεν Ἰωναθάν, ἐκέλευσεν περικαθῆσθαι· καὶ ἐπέλεξεν τῶν πρεσβυτέρων Ἰσραὴλ καὶ τῶν ἱερέων, καὶ ἔδωκεν αὑτὸν τῷ κινδύνῳ."
3843,1Mac11:24,"καὶ λαβὼν ἀργύριον καὶ χρυσίον καὶ ἱματισμὸν καὶ ἕτερα ξένια πλείονα, καὶ ἐπορεύθη πρὸς τὸν βασιλέα εἰς Πτολεμαίδα, καὶ εὗρεν χάριν ἐναντίον αὐτοῦ."
3844,1Mac11:25,καὶ ἐνετύγχανον κατ’ αὐτοῦ τινες ἄνομοι τῶν ἐκ τοῦ ἔθνους.
3845,1Mac11:26,"καὶ ἐποίησεν αὐτῷ ὁ βασιλεὺς καθὼς ἐποίησαν αὐτῷ οἱ πρὸ αὐτοῦ, καὶ ὕψωσεν αὐτὸν ἐναντίον πάντων τῶν φίλων αὐτοῦ."
3846,1Mac11:27,"καὶ ἔστησεν αὐτῷ τὴν ἀρχιερωσύνην, καὶ ὅσα ἄλλα εἶχεν τίμια τὸ πρότερον, καὶ ἐποίησεν αὐτὸν τῶν πρώτων φίλων ἡγεῖσθαι."
3847,1Mac11:28,"καὶ ἠξίωσεν Ἰωναθὰν τὸν βασιλέα ποιῆσαι τὴν Ἰουδαίαν ἀφορολόγητον καὶ τὰς τρεῖς τοπαρχίας καὶ τὴν Σαμαρῖτιν, καὶ ἐπηγγείλαντο αὐτῷ τάλαντα τριακόσια."
3848,1Mac11:29,"καὶ εὐδόκησεν ὁ βασιλεύς, καὶ ἔγραψεν τῷ Ἰωναθὰν ἐπιστολὰς περὶ πάντων τούτων ἐχούσας τὸν τρόπον τοῦτον"
3849,1Mac11:30,"Βασιλεὺς Δημήτριος Ἰωναθὰν τῷ ἀδελφῷ χαίρειν, καὶ ἔθνει Ἰουδαίῳ."
3850,1Mac11:31,"τὸ ἀντίγραφον τῆς ἐπιστολῆς, ἧς ἐγράψαμεν Λασθένει τῷ συγγενεῖ ἡμῶν περὶ ὑμῶν, γεγράφαμεν καὶ πρὸς ὑμᾶς, ὅπως ἴδητε"
3851,1Mac11:32,Βασιλεὺς Δημήτριος Λασθένει τῷ πατρὶ χαίρειν.
3852,1Mac11:33,"τῷ ἔθνει τῶν Ἰουδαίων φίλοις ἡμῶν καὶ συντηροῦσι τὰ πρὸς ἡμᾶς δίκαια ἐκρίναμεν ἀγαθοποιῆσαι, χάριν τῆς ἑαυτῶν εὐνοίας πρὸς ἡμᾶς."
3853,1Mac11:34,"ἑστάκαμεν οὖν αὐτοῖς τὰ ὅρια τῆς Ἰουδαίας καὶ τοὺς τρεῖς νομούς, Ἀφαίρεμα καὶ Λυδδὰ καὶ Ῥαθαμείν· προσετέθησαν τῇ Ἰουδαίᾳ ἀπὸ τῆς Σαμαρίτιδος· καὶ πάντα τὰ συγκυροῦντα αὐτοῖς πᾶσιν τοῖς θυσιάζουσιν εἰς Ἰεροσόλυμα, ἀντὶ τῶν βασιλικῶν ὧν ἐλάμβανεν ὁ βασιλεὺς παρ’ αὐτῶν τὸ πρότερον κατ’ ἐνιαυτὸν ἀπὸ τῶν γενημάτων τῆς γῆς καὶ τῶν ἀκροδρύων."
3854,1Mac11:35,"καὶ τὰ ἄλλα τὰ ἀνήκοντα ἡμῖν ἀπὸ τοῦ νῦν τῶν δεκατῶν καὶ τῶν τελῶν τῶν ἀνηκόντων ἡμῖν, καὶ τὰς τοῦ ἁλὸς λίμνας, καὶ τοὺς ἀνήκοντας ἡμῖν στεφάνους, πάντα ἐπαρκέσομεν αὐτοῖς."
3855,1Mac11:36,καὶ οὐκ ἀθετήσεται οὐδὲν τούτων ἀπὸ τοῦ νῦν ἐπὶ τὸν ἅπαντα χρόνον.
3856,1Mac11:37,"νῦν οὖν ἐπιμελεῖσθε τοῦ ποιῆσαι τούτων ἀντίγραφον, καὶ δοθήτω Ἰωναθάν, καὶ τεθήτω ἐν ὄρει τῷ ἁγίῳ ἐν τόπῳ ἐπιτηδείῳ ἐπισήμῳ."
3857,1Mac11:38,"Καὶ ἴδεν Δημήτριος ὁ βασιλεὺς ὅτι ἡσύχασεν ἡ γῆ ἐνώπιον αὐτοῦ καὶ οὐθὲν αὐτῷ ἀνθεστήκει, καὶ ἀπέλυσεν πάσας τὰς δυνάμεις αὐτοῦ, ἕκαστον εἰς τὸν ἴδιον τόπον, πλὴν τῶν ξένων δυνάμεων ὧν ἐξενολόγησεν ἀπὸ τῶν νήσων τῶν ἐθνῶν· καὶ ἤχθρασαν αὐτῶν πᾶσαι αἱ δυνάμεις αἱ ἀπὸ τῶν πατέρων."
3858,1Mac11:39,"Τρύφων δὲ ἦν τῶν παρὰ Ἀλεξάνδρου τὸ πρότερον, καὶ ἴδεν ὅτι πᾶσαι αἱ δυνάμεις καταγογγύζουσιν κατὰ τοῦ Δημητρίου, καὶ ἐπορεύθη πρὸς Σινμαλκουὴ τὸν Ἄραβα, ὃς ἔτρεφεν τὸν Ἀντίοχον τὸ παιδάριον τὸ τοῦ Ἀλεξάνδρου·"
3859,1Mac11:40,"καὶ προσήδρευεν αὐτῷ, ὅπως παραδοῖ αὐτὸν αὐτῷ, ὅπως βασιλεύσῃ ἀντὶ τοῦ πατρὸς αὐτοῦ· καὶ ἀπήγγειλαν αὐτῷ ὅσα συνετέλεσεν Δημήτριος, καὶ τὴν ἔχθραν ἣν ἐχθραίνουσιν αὐτῷ αἱ δυνάμεις αὐτοῦ· καὶ ἔμεινεν ἐκεῖ ἡμέρας πολλάς."
3860,1Mac11:41,"Καὶ ἀπέστειλεν Ἰωναθὰν πρὸς Δημήτριον τὸν βασιλέα, ἵνα ἐκβάλῃ τοὺς ἐκ τῆς ἄκρας ἐξ Ἰερουσαλὴμ καὶ τοὺς ἐν τοῖς ὀχυρώμασιν· ἦσαν γὰρ πολεμοῦντες τὸν Ἰσραήλ."
3861,1Mac11:42,"καὶ ἀπέστειλεν Δημήτριος πρὸς Ἰωναθὰν λέγων Οὐ μόνον ταῦτα ποιήσω σοι καὶ τῷ ἔθνει σου, ἀλλ’ ἢ δόξῃ δοξάσω σε καὶ τὸ ἔθνος σου, ἐὰν εὐκαιρίας τύχω."
3862,1Mac11:43,"νῦν οὖν ὀρθῶς ποιήσεις ἀποστείλας ἡμῖν ἄνδρας οἳ συμμαχήσουσίν μοι, ὅτι ἀπέστησαν πᾶσαι αἱ δυνάμεις μου."
3863,1Mac11:44,"καὶ ἀπέστειλεν Ἰωναθὰν ἄνδρας τρισχιλίους δυνατοὺς ἰσχύι αὐτῶν εἰς Ἀντιοχίαν, καὶ ἤλθοσαν πρὸς τὸν βασιλέα, καὶ ηὐφράνθη ὁ βασιλεὺς ἐπὶ τῇ ἐφόδῳ αὐτῶν."
3864,1Mac11:45,"καὶ ἐπισυνήχθησαν οἱ ἐκ τῆς πόλεως εἰς μέσον τῆς πόλεως εἰς ἄνδρας δώδεκα μυριάδας, καὶ ἠβούλοντο ἀνελεῖν τὸν βασιλέα."
3865,1Mac11:46,"καὶ ἔφυγεν ὁ βασιλεὺς εἰς τὴν αὐλήν, καὶ κατελάβοντο οἱ ἐκ τῆς πόλεως τὰς διόδους τῆς πόλεως, καὶ ἤρξαντο ἐκπολεμεῖν."
3866,1Mac11:47,"καὶ ἐκάλεσεν ὁ βασιλεὺς τοὺς Ἰουδαίους ἐπὶ βοήθειαν, καὶ ἐπισυνήχθησαν πρὸς αὐτὸν πάντες ἅμα· καὶ διεσπάρησαν ἐν τῇ πόλει· καὶ ἀπέκτειναν ἐν τῇ πόλει ἐν τῇ ἡμέρᾳ ἐκείνῃ εἰς μυριάδας δέκα."
3867,1Mac11:48,"καὶ ἐνεπύρισαν τὴν πόλιν, καὶ ἐλάβοσαν σκῦλα πολλὰ ἐν ἐκείνῃ τῇ ἡμέρᾳ, καὶ ἔσωσαν τὸν βασιλέα."
3868,1Mac11:49,"καὶ ἴδον οἱ ἀπὸ τῆς πόλεως ὅτι κατεκράτησαν οἱ Ἰουδαῖοι τῆς πόλεως ὡς ἠβούλοντο, καὶ ἠσθένησαν ταῖς διανοίαις αὐτῶν, καὶ ἐκέκραξαν πρὸς τὸν βασιλέα μετὰ δεήσεως, λέγοντες"
3869,1Mac11:50,"Δὸς ἡμῖν δεξιάς, καὶ παυσάσθωσαν οἱ Ἰουδαῖοι πολεμοῦντες ἡμᾶς καὶ τὴν πόλιν."
3870,1Mac11:51,"καὶ ἔριψαν τὰ ὅπλα, καὶ ἐποίησαν εἰρήνην· καὶ ἐδοξάσθησαν οἱ Ἰουδαῖοι ἐναντίον τοῦ βασιλέως καὶ ἐνώπιον πάντων τῶν ἐν τῇ βασιλείᾳ αὐτοῦ· καὶ ἐπέστρεψαν εἰς Ἰερουσαλὴμ ἔχοντες σκῦλα πολλά."
3871,1Mac11:52,"καὶ ἐκάθισεν ὁ βασιλεὺς Δημήτριος ἐπὶ θρόνου τῆς βασιλείας αὐτοῦ, καὶ ἡσύχασεν ἡ γῆ ἐνώπιον αὐτοῦ·"
3872,1Mac11:53,"καὶ ἐψεύσατο πάντα ὅσα εἶπεν, καὶ ἠλλοτριώθη τῷ Ἰωναθὰν καὶ οὐκ ἀνταπέδωκεν τὰς εὐνοίας ἃς ἀνταπέδωκεν αὐτῷ, καὶ ἔθλιψεν αὐτὸν σφόδρα."
3873,1Mac11:54,"Μετὰ δὲ ταῦτα ἀπέστρεψεν Τρύφων καὶ Ἀντίοχος μετ’ αὐτοῦ, παιδάριον νεώτερον· καὶ ἐβασίλευσεν, καὶ ἐπέθετο διάδημα."
3874,1Mac11:55,"καὶ ἐπισυνήχθησαν πρὸς αὐτὸν πᾶσαι αἱ δυνάμεις ἃς ἀπεσκοράκισεν Δημήτριος, καὶ ἐπολέμησαν πρὸς αὐτόν, καὶ ἔφυγεν καὶ ἐτροπώθη·"
3875,1Mac11:56,"καὶ ἔλαβεν Τρύφων τὰ θηρία, καὶ κατεκράτησεν Ἀντιοχίας."
3876,1Mac11:57,"καὶ ἔγραψεν Ἀντίοχος ὁ νεώτερος Ἰωνάθᾳ λέγων Ἵστημί σοι τὴν ἀρχιερωσύνην, καὶ καθίστημί σε ἐπὶ τῶν τεσσάρων νομῶν, καὶ εἶναί σε τῶν φίλων τοῦ βασιλέως."
3877,1Mac11:58,"καὶ ἀπέστειλεν αὐτῷ χρυσώματα καὶ διακονίαν, καὶ ἔδωκεν αὐτῷ ἐξουσίαν πίνειν ἐν χρυσώμασιν καὶ εἶναι ἐν πορφύρᾳ καὶ ἔχειν πόρπην χρυσῆν."
3878,1Mac11:59,καὶ Σίμωνα τὸν ἀδελφὸν αὐτοῦ κατέστησεν στρατηγὸν ἀπὸ τῆς κλίμακος Τύρου ἕως τῶν ὁρίων Αἰγύπτου.
3879,1Mac11:60,"καὶ ἐξῆλθεν Ἰωναθάν, καὶ διεπορεύετο πέραν τοῦ ποταμοῦ καὶ ἐν ταῖς πόλεσιν, καὶ ἠθροίσθησαν πρὸς αὐτὸν πᾶσαι αἱ δυνάμεις Συρίας εἰς συμμαχίαν· καὶ ἦλθεν εἰς Ἀσκάλωνα, καὶ ἀπήντησαν αὐτῷ οἱ ἐκ τῆς πόλεως ἐνδόξως."
3880,1Mac11:61,"καὶ ἀπῆλθεν ἐκεῖθεν εἰς Γάζαν, καὶ ἀπέκλεισαν οἱ ἀπὸ Γάζης· καὶ περιεκάθισεν περὶ αὐτήν, καὶ ἐνεπύρισεν τὰ περιπόλια αὐτῆς ἐν πυρί, καὶ ἐσκύλευσεν αὐτάς·"
3881,1Mac11:62,"καὶ ἠξίωσαν οἱ ἀπὸ Γάζης Ἰωναθάν, καὶ ἔδωκεν αὐτοῖς δεξιάς· καὶ ἔλαβεν τοὺς υἱοὺς τῶν ἀρχόντων αὐτῶν εἰς ὅμηρα, καὶ ἐξαπέστειλεν αὐτοὺς εἰς Ἰερουσαλήμ, καὶ διῆλθεν τὴν χώραν ἕως Δαμασκοῦ."
3882,1Mac11:63,"Καὶ ἤκουσεν Ἰωναθὰν ὅτι παρῆσαν οἱ ἄρχοντες Δημητρίου εἰς Κῆδες τὴν ἐν τῇ Γαλιλαίᾳ μετὰ δυνάμεως πολλῆς, βουλόμενοι μεταστῆσαι αὐτὸν τῆς χρείας."
3883,1Mac11:64,"καὶ συνήντησεν αὐτοῖς, τὸν δὲ ἀδελφὸν αὐτοῦ Σίμωνα κατέλειπεν ἐν τῇ χώρᾳ."
3884,1Mac11:65,"καὶ παρενέβαλεν Σίμων ἐν Βεθσούρᾳ, καὶ ἐπολέμει αὐτὴν ἡμέρας πολλὰς καὶ συνέκλεισεν αὐτήν."
3885,1Mac11:66,"καὶ ἠξίωσαν αὐτὸν τοῦ δεξιὰς λαβεῖν, καὶ ἔδωκεν αὐτοῖς· καὶ ἐξέβαλεν αὐτοὺς ἐκεῖθεν καὶ κατελάβετο τὴν πόλιν, καὶ ἔθετο ἐπ’ αὐτὴν φρουράν."
3886,1Mac11:67,καὶ Ἰωναθὰν καὶ ἡ παρεμβολὴ αὐτοῦ παρενέβαλον ἐπὶ τὸ ὕδωρ τοῦ Γεννησάρ· καὶ ὤρθρισαν τὸ πρωὶ εἰς τὸ πεδίον Νασώρ·
3887,1Mac11:68,"καὶ ἰδοὺ παρεμβολὴ ἀλλοφύλων ἀπήντα αὐτῷ ἐν τῷ πεδίῳ, καὶ ἐξέβαλον ἔνεδρον ἐπ’ αὐτὸν ἐν τοῖς ὄρεσιν, αὐτοὶ δὲ ἀπήντησαν ἐξ ἐναντίας."
3888,1Mac11:69,"τὰ δὲ ἔνεδρα ἐξανέστησαν ἐκ τῶν τόπων ἑαυτῶν, καὶ συνῆψαν πόλεμον· καὶ ἔφυγον οἱ παρὰ Ἰωνάθου πάντες·"
3889,1Mac11:70,"οὐδὲ εἷς κατελείφθη ἀπ’ αὐτῶν, πλὴν Ματταθίας ὁ τοῦ Ἀψαλώμου καὶ Ἰούδας ὁ τοῦ Χαλφεί, ἄρχοντες τῆς στρατιᾶς τῶν δυνάμεων."
3890,1Mac11:71,"καὶ διέρρηξεν Ἰωναθὰν τὰ ἱμάτια αὐτοῦ, καὶ ἐπέθετο γῆν ἐπὶ τὴν κεφαλὴν αὐτοῦ, καὶ προσηύξατο."
3891,1Mac11:72,"καὶ ἐπέστρεψεν πρὸς αὐτοὺς πολέμῳ, καὶ ἐτροπώσατο αὐτούς, καὶ ἔφυγον."
3892,1Mac11:73,"καὶ ἴδον οἱ φυγόντες παρ’ αὐτοῦ, καὶ ἐπέστρεψαν πρὸς αὐτόν, καὶ ἐδίωκον μετ’ αὐτοῦ ἕως Κάδης ἕως τῆς παρεμβολῆς αὐτῶν, καὶ παρενέβαλον ἐκεῖ."
3893,1Mac11:74,καὶ ἔπεσον ἐκ τῶν ἀλλοφύλων ἐν τῇ ἡμέρᾳ ἐκείνῃ εἰς ἄνδρας τρισχιλίους· καὶ ἐπέστρεψεν Ἰωναθὰν εἰς Ἰερουσαλήμ.
3894,1Mac12:1,"Καὶ ἴδεν Ἰωναθὰν ὅτι ὁ καιρὸς αὐτῷ συνεργεῖ, καὶ ἐπέλεξεν ἄνδρας, καὶ ἀπέστειλεν εἰς Ῥώμην στῆσαι καὶ ἀνανεῶσαι τὴν πρὸς αὐτοὺς φιλίαν·"
3895,1Mac12:2,καὶ πρὸς Σπαρτιάτας καὶ τόπους ἑτέρους ἀπέστειλεν ἐπιστολὰς κατὰ ταὐτά.
3896,1Mac12:3,"καὶ ἐπορεύθησαν εἰς Ῥώμην, καὶ ἐπορεύθησαν εἰς τὸ βουλευτήριον, καὶ εἶπαν Ἰωναθὰν ὁ ἀρχιερεὺς καὶ τὸ ἔθνος τῶν Ἰουδαίων ἀπέστειλαν ἡμᾶς ἀνανεώσασθαι τὴν φιλίαν αὐτοῖς καὶ τὴν συμμαχίαν κατὰ τὸ πρότερον."
3897,1Mac12:4,"καὶ ἔδωκαν ἐπιστολὰς αὐτοῖς πρὸς αὐτοὺς κατὰ τόπον, ὅπως προπέμπωσιν αὐτοὺς εἰς γῆν Ἰούδα μετ’ εἰρήνης."
3898,1Mac12:5,καὶ τοῦτο ἀντίγραφον τῶν ἐπιστολῶν ὧν ἔγραψεν Ἰωναθὰν τοῖς Σπαρτιάταις
3899,1Mac12:6,Ἰωναθὰν ἀρχιερεὺς τοῦ ἔθνους καὶ ἡ γερουσία καὶ οἱ ἱερεῖς καὶ ὁ λοιπὸς δῆμος τῶν Ἰουδαίων Σπαρτιάταις τοῖς ἀδελφοῖς χαίρειν.
3900,1Mac12:7,"ἔτι πρότερον ἀπεστάλησαν ἐπιστολαὶ πρὸς Ὀνίαν τὸν ἀρχιερέα, παρὰ δ’ Ἀρείου τοῦ βασιλεύοντος ἐν ὑμῖν, ὅτι ἐστὲ ἀδελφοὶ ἡμῶν, ὡς τὸ ἀντίγραφον ὑπόκειται."
3901,1Mac12:8,"καὶ ἐπεδέξατο Ὀνίας τὸν ἄνδρα τὸν ἀπεσταλμένον ἐνδόξως, καὶ ἔλαβεν τὰς ἐπιστολάς, ἐν αἷς διεσαφεῖτο περὶ συμμαχίας καὶ φιλίας."
3902,1Mac12:9,"καὶ ἡμεῖς οὖν ἀπροσδεεῖς τούτων ὄντες, παράκλησιν ἔχοντες τὰ βιβλία τὰ ἅγια τὰ ἐν ταῖς χερσὶν ἡμῶν,"
3903,1Mac12:10,"ἐπειράθημεν ἀποστεῖλαι τὴν πρὸς ὑμᾶς ἀδελφότητα καὶ φιλίαν ἀνανεώσασθαι, πρὸς τὸ μὴ ἐξαλλοτριωθῆναι ὑμῶν· πολλοὶ γὰρ καιροὶ διῆλθον ἀφ’ οὗ ἀπεστείλατε πρὸς ἡμᾶς."
3904,1Mac12:11,"ἡμεῖς οὖν ἐν παντὶ καιρῷ ἀδιαλείπτως ἐν ταῖς ἑορταῖς καὶ ἐν ταῖς λοιπαῖς καθηκούσαις ἡμέραις μιμνησκόμεθα ὑμῶν, ἐφ’ ὧν προσφέρομεν θυσιῶν καὶ ἐν ταῖς προσευχαῖς, ὡς δέον ἐστὶν καὶ πρέπον μνημονεύειν ἀδελφῶν."
3905,1Mac12:12,εὐφραινόμεθα δὲ ἐπὶ τῇ δόξῃ ὑμῶν.
3906,1Mac12:13,"ἡμᾶς δὲ ἐκύκλωσαν πολλαὶ θλίψεις καὶ πόλεμοι πολλοί, καὶ ἐπολέμησαν ἡμᾶς οἱ βασιλεῖς οἱ κύκλῳ ἡμῶν."
3907,1Mac12:14,οὐκ ἠβουλόμεθα οὖν παρενοχλεῖν ὑμῖν καὶ τοὺς λοιποὺς συμμάχους καὶ φίλους ἡμῶν ἐν τοῖς πολέμοις τούτοις.
3908,1Mac12:15,"ἔχομεν γὰρ τὴν ἐξ οὐρανῶν βοηθίαν βοηθοῦσαν ἡμῖν, καὶ ἐρύσθημεν ἀπὸ τῶν ἐχθρῶν ἡμῶν, καὶ ἐταπεινώθησαν οἱ ἐχθροὶ ἡμῶν."
3909,1Mac12:16,"ἐπελέξαμεν οὖν Νουμήνιον Ἀντιόχου καὶ Ἀντίπατρον Ἰάσονος, καὶ ἀπεστάλκαμεν πρὸς Ῥωμαίους ἀνανεώσασθαι τὴν πρὸς αὐτοὺς φιλίαν καὶ συμμαχίαν τὴν πρότερον."
3910,1Mac12:17,"ἐνετειλάμεθα οὖν αὐτοῖς καὶ πρὸς ὑμᾶς πορευθῆναι καὶ ἀσπάσασθαι ὑμᾶς, καὶ ἀποδοῦναι ὑμῖν τὰς παρ’ ἡμῶν ἐπιστολὰς περὶ τῆς ἀνανεώσεως καὶ τῆς ἀδελφότητος ἡμῶν."
3911,1Mac12:18,καὶ νῦν καλῶς ποιήσετε ἀντιφωνήσαντες ἡμῖν πρὸς ταῦτα.
3912,1Mac12:19,Καὶ τοῦτο τὸ ἀντίγραφον τῶν ἐπιστολῶν ὧν ἀπέστειλαν Ὀνείᾳ
3913,1Mac12:20,Ἄρης βασιλεὺς Σπαρτιατῶν Ὀνείᾳ ἱερεῖ μεγάλῳ χαίρειν.
3914,1Mac12:21,"εὑρέθη ἐν γραφῇ περί τε τῶν Σπαρτιατῶν καὶ Ἰουδαίων, ὅτι ἀδελφοὶ εἰσίν, καὶ ὅτι εἰσὶν ἐκ γένους Ἀβραάμ."
3915,1Mac12:22,"καὶ νῦν ἀφ’ οὗ ἔγνωμεν ταῦτα, καλῶς ποιήσετε γράφοντες ἡμῖν περὶ τῆς εἰρήνης ὑμῶν."
3916,1Mac12:23,"καὶ ἡμεῖς δὲ ἀντιγράφομεν ὑμῖν Τὰ κτήνη ὑμῶν καὶ ἡ ὕπαρξις ὑμῶν ἡμῖν ἐστιν, καὶ τὰ ἡμῶν ὑμῖν ἐστιν· ἐντελλόμεθα οὖν ὅπως ἀπαγγείλωσιν ὑμῖν κατὰ τὰ αὐτά."
3917,1Mac12:24,Καὶ ἤκουσεν Ἰωναθὰν ὅτι ἐπέστρεψαν οἱ ἄρχοντες Δημητρίου μετὰ δυνάμεως πολλῆς ὑπὲρ τὸ πρότερον τοῦ πολεμῆσαι πρὸς αὐτόν.
3918,1Mac12:25,"καὶ ἀπῆρεν ἐξ Ἰερουσαλήμ, καὶ ἀπήντησεν αὐτοῖς εἰς τὴν Ἁμαθεῖτιν χώραν· οὐ γὰρ ἔδωκεν αὐτοῖς ἀνοχὴν τοῦ ἐμβατεῦσαι εἰς τὴν χώραν αὐτοῦ."
3919,1Mac12:26,"καὶ ἀπέστειλεν κατασκόπους εἰς τὴν παρεμβολὴν αὐτοῦ· καὶ ἐπέστρεψαν, καὶ ἀπήγγειλαν αὐτῷ ὅτι Οὕτως τάσσονται ἐπιπεσεῖν ἐπ’ αὐτοὺς τὴν νύκτα."
3920,1Mac12:27,"ὡς δὲ ἔδυ ὁ ἥλιος, ἐπέταξεν Ἰωναθὰν τοῖς παρ’ αὐτοῦ γρηγορεῖν καὶ εἶναι ἐπὶ τοῖς ὅπλοις, ἑτοιμάζεσθαι εἰς πόλεμον δι’ ὅλης τῆς νυκτός· καὶ ἐξέβαλεν προφύλακας κύκλῳ τῆς παρεμβολῆς."
3921,1Mac12:28,"καὶ ἤκουσαν οἱ ὑπεναντίοι ὅτι ἡτοίμασται Ἰωναθὰν καὶ οἱ παρ’ αὐτοῦ εἰς πόλεμον, καὶ ἐφοβήθησαν καὶ ἔπτηξαν τὴν καρδίαν αὐτῶν, καὶ ἀνέκαυσαν πυρὰς ἐν τῇ παρεμβολῇ αὐτῶν."
3922,1Mac12:29,Ἰωναθὰν δὲ καὶ οἱ παρ’ αὐτοῦ οὐκ ἔγνωσαν ἕως πρωί· ἔβλεπον γὰρ τὰ φῶτα καιόμενα.
3923,1Mac12:30,"καὶ κατεδίωξεν ὀπίσω αὐτῶν, καὶ οὐκ ἐκατέλαβεν αὐτούς, διέβησαν γὰρ τὸν Ἐλεύθερον ποταμόν."
3924,1Mac12:31,"καὶ ἐξέκλινεν Ἰωναθὰν ἐπὶ τοὺς Ἄραβας τοὺς καλουμένους Ζαβαδαίους, καὶ ἐπάταξεν αὐτούς, καὶ ἔλαβεν τὰ σκῦλα αὐτῶν."
3925,1Mac12:32,"καὶ ἀναζεύξας ἦλθεν εἰς Δαμασκόν, καὶ διώδευσεν ἐν πάσῃ τῇ χώρᾳ."
3926,1Mac12:33,"καὶ Σίμων ἐξῆλθν καὶ διώδευσεν ἕως Ἀσκάλωνος, καὶ τὰ πλησίον ὀχυρώματα, καὶ ἐξέκλινεν εἰς Ἰόππην καὶ προκατελάβετο αὐτήν."
3927,1Mac12:34,"ἤκουσεν γὰρ ὅτι βούλονται τὸ ὀχύρωμα παραδοῦναι τοῖς παρὰ Δημητρίου, καὶ ἔθετο ἐκεῖ φρουράν, ὅπως φυλάσσωσιν αὐτήν."
3928,1Mac12:35,"Καὶ ἐπέστρεψεν Ἰωναθὰν καὶ ἐξεκκλησίασεν τοὺς πρεσβυτέρους τοῦ λαοῦ, καὶ ἐβουλεύσατο μετ’ αὐτῶν τοῦ οἰκοδομῆσαι ὀχυρώματα ἐν τῇ Ἰουδαίᾳ,"
3929,1Mac12:36,"καὶ προσυψῶσαι τὰ τείχη Ἰερουσαλήμ, καὶ ὑψῶσαι ὕψος μέγα ἀνὰ μέσον τῆς ἄκρας καὶ τῆς πόλεως εἰς τὸ διαχωρίσαι αὐτὴν τῆς πόλεως, ἵνα ᾖ αὕτη κατὰ μόνας, ὅπως μήτε ἀγοράζωσιν μήτε πωλῶσιν."
3930,1Mac12:37,"καὶ συνήχθησαν τοῦ οἰκοδομεῖν, καὶ ἔπεσεν τοῦ τείχους τοῦ χειμάρρου τοῦ ἐξ ἀπηλιώτου, καὶ ἐπεσκεύασεν τὸ καλούμενον Χαφεναθά."
3931,1Mac12:38,"καὶ Σίμων ᾠκοδόμησεν τὴν Ἁδιδὰ ἐν τῇ σεφηλά, καὶ ὠχύρωσεν θύρας καὶ μοχλούς."
3932,1Mac12:39,Καὶ ἐζήτησεν Τρύφων βασιλεῦσαι τῆς Ἀσίας καὶ περιθέσθαι τὸ διάδημα καὶ ἐκτεῖναι χεῖρας ἐπὶ Ἀντίοχον τὸν βασιλέα.
3933,1Mac12:40,"καὶ ηὐλαβήθη μή ποτε οὐκ ἐάσῃ αὐτὸν Ἰωναθὰν καὶ μή ποτε πολεμήσῃ πρὸς αὐτόν, καὶ ἐζήτει πόρον τοῦ συλλαβεῖν αὐτὸν τοῦ ἀποκτεῖναι· καὶ ἀπάρας ἦλθεν εἰς Βεθσά."
3934,1Mac12:41,"καὶ ἐξῆλθεν Ἰωναθὰν εἰς ἀπάντησιν αὐτῷ ἐν τεσσεράκοντα χιλιάσιν ἀνδρῶν ἐπιλελεγμέναις εἰς παράταξιν, καὶ ἦλθεν εἰς Βεθσά."
3935,1Mac12:42,"καὶ εἶδεν Τρύφων ὅτι πάρεστιν μετὰ δυνάμεως πολλῆς, καὶ ἐκτεῖναι χεῖρας ἐπ’ αὐτὸν ηὐλαβήθη."
3936,1Mac12:43,"καὶ ἐπεδέξατο αὐτὸν ἐνδόξως, καὶ συνέστησεν αὐτὸν πᾶσιν τοῖς φίλοις αὐτοῦ, καὶ ἔδωκεν αὐτῷ δόματα, καὶ ἐπέταξεν τοῖς φίλοις αὐτοῦ καὶ ταῖς δυνάμεσιν αὐτοῦ ὑπακούειν αὐτῷ ὡσαύτως."
3937,1Mac12:44,καὶ εἶπεν τῷ Ἰωναθάν Ἵνα τί ἔκοψας πάντα τὸν λαὸν τοῦτον πολέμου μὴ ἐνεστηκότος ἡμῖν;
3938,1Mac12:45,"καὶ νῦν ἀπόστειλον αὐτοὺς εἰς τοὺς οἴκους αὐτῶν, ἐπίλεξον δὲ σεαυτῷ ἄνδρας ὀλίγους οἵτινες ἔσονται μετὰ σοῦ· καὶ δεῦρο μετ’ ἐμοῦ εἰς Πτολεμαίδα, καὶ παραδώσω σοι αὐτὴν καὶ τὰ λοιπὰ ὀχυρώματα καὶ τὰς δυνάμεις τὰς πολλὰς καὶ πάντας τοὺς ἐπὶ τῶν χρειῶν, καὶ ἐπιστρέψας ἀπελεύσομαι· τούτου γὰρ χάριν πάρειμι."
3939,1Mac12:46,"καὶ ἐμπιστεύσας αὐτῷ ἐποίησεν καθὼς εἶπεν, καὶ ἐξαπέστειλεν τὰς δυνάμεις, καὶ ἀπῆλθον εἰς γῆν Ἰούδα."
3940,1Mac12:47,"κατέλειπεν δὲ μεθ’ ἑαυτοῦ ἄνδρας τρισχιλίους· ὡς δισχιλίους ἀφῆκεν ἐν τῇ Γαλιλαίᾳ, χίλιοι δὲ συνῆλθον αὐτῷ."
