,Verse,Transcription
3698,Jn19:18,ὅπου αὐτὸν ἐσταύρωσαν καὶ μετ' αὐτοῦ ἄλλους δύο ἐντεῦθεν καὶ ἐντεῦθεν μέσον δὲ τὸν Ἰησοῦν
3699,Jn19:19,ἔγραψεν δὲ καὶ τίτλον ὁ Πιλάτος καὶ ἔθηκεν ἐπὶ τοῦ σταυροῦ ἦν δὲ γεγραμμένον Ἰησοῦς ὁ Ναζωραῖος ὁ βασιλεὺς τῶν Ἰουδαίων
3700,Jn19:20,τοῦτον οὖν τὸν τίτλον πολλοὶ ἀνέγνωσαν τῶν Ἰουδαίων ὅτι ἐγγὺς ἦν ὁ τόπος τῆς πόλεως ὅπου ἐσταυρώθη ὁ Ἰησοῦς καὶ ἦν γεγραμμένον Ἑβραϊστί Ἑλληνιστί Ῥωμαϊστί
3701,Jn19:21,ἔλεγον οὖν τῷ Πιλάτῳ οἱ ἀρχιερεῖς τῶν Ἰουδαίων μὴ γράφε ὁ βασιλεὺς τῶν Ἰουδαίων ἀλλ' ὅτι ἐκεῖνος εἶπεν βασιλεύς εἰμι τῶν Ἰουδαίων
3702,Jn19:22,ἀπεκρίθη ὁ Πιλάτος ὃ γέγραφα γέγραφα
3703,Jn19:23,οἱ οὖν στρατιῶται ὅτε ἐσταύρωσαν τὸν Ἰησοῦν ἔλαβον τὰ ἱμάτια αὐτοῦ καὶ ἐποίησαν τέσσαρα μέρη ἑκάστῳ στρατιώτῃ μέρος καὶ τὸν χιτῶνα ἦν δὲ ὁ χιτὼν ἄραφος ἐκ τῶν ἄνωθεν ὑφαντὸς δι' ὅλου
3704,Jn19:24,εἶπον οὖν πρὸς ἀλλήλους μὴ σχίσωμεν αὐτόν ἀλλὰ λάχωμεν περὶ αὐτοῦ τίνος ἔσται ἵνα ἡ γραφὴ πληρωθῇ ἡ λέγουσα διεμερίσαντο τὰ ἱμάτιά μου ἑαυτοῖς καὶ ἐπὶ τὸν ἱματισμόν μου ἔβαλον κλῆρον οἱ μὲν οὖν στρατιῶται ταῦτα ἐποίησαν
3705,Jn19:25,εἱστήκεισαν δὲ παρὰ τῷ σταυρῷ τοῦ Ἰησοῦ ἡ μήτηρ αὐτοῦ καὶ ἡ ἀδελφὴ τῆς μητρὸς αὐτοῦ Μαρία ἡ τοῦ Κλωπᾶ καὶ Μαρία ἡ Μαγδαληνή
3706,Jn19:26,Ἰησοῦς οὖν ἰδὼν τὴν μητέρα καὶ τὸν μαθητὴν παρεστῶτα ὃν ἠγάπα λέγει τῇ μητρὶ αὐτοῦ γύναι ἰδοὺ ὁ υἱός σου
3707,Jn19:27,εἶτα λέγει τῷ μαθητῇ ἰδοὺ ἡ μήτηρ σου καὶ ἀπ' ἐκείνης τῆς ὥρας ἔλαβεν ὁ μαθητὴς αὐτὴν εἰς τὰ ἴδια
3708,Jn19:28,μετὰ τοῦτο ἰδὼν ὁ Ἰησοῦς ὅτι πάντα ἤδη τετέλεσται ἵνα τελειωθῇ ἡ γραφή λέγει διψῶ
3709,Jn19:29,σκεῦος οὖν ἔκειτο ὄξους μεστόν οἱ δέ πλήσαντες σπόγγον ὄξους καὶ ὑσσώπῳ περιθέντες προσήνεγκαν αὐτοῦ τῷ στόματι
3710,Jn19:30,ὅτε οὖν ἔλαβεν τὸ ὄξος ὁ Ἰησοῦς εἶπεν τετέλεσται καὶ κλίνας τὴν κεφαλήν παρέδωκεν τὸ πνεῦμα
3711,Jn19:31,οἱ οὖν Ἰουδαῖοι ἵνα μὴ μείνῃ ἐπὶ τοῦ σταυροῦ τὰ σώματα ἐν τῷ σαββάτῳ ἐπεὶ παρασκευὴ ἦν ἦν γὰρ μεγάλη ἡ ἡμέρα ἐκείνου τοῦ σαββάτου ἠρώτησαν τὸν Πιλάτον ἵνα κατεαγῶσιν αὐτῶν τὰ σκέλη καὶ ἀρθῶσιν
3712,Jn19:32,ἦλθον οὖν οἱ στρατιῶται καὶ τοῦ μὲν πρώτου κατέαξαν τὰ σκέλη καὶ τοῦ ἄλλου τοῦ συσταυρωθέντος αὐτῷ
3713,Jn19:33,ἐπὶ δὲ τὸν Ἰησοῦν ἐλθόντες ὡς εἶδον αὐτὸν ἤδη τεθνηκότα οὐ κατέαξαν αὐτοῦ τὰ σκέλη
3714,Jn19:34,ἀλλ' εἷς τῶν στρατιωτῶν λόγχῃ αὐτοῦ τὴν πλευρὰν ἔνυξεν καὶ εὐθέως ἐξῆλθεν αἷμα καὶ ὕδωρ
3715,Jn19:35,καὶ ὁ ἑωρακὼς μεμαρτύρηκεν καὶ ἀληθινή ἐστιν αὐτοῦ ἡ μαρτυρία κἀκεῖνος οἶδεν ὅτι ἀληθῆ λέγει ἵνα ὑμεῖς πιστεύσητε
3716,Jn19:36,ἐγένετο γὰρ ταῦτα ἵνα ἡ γραφὴ πληρωθῇ ὀστοῦν οὐ συντριβήσεται ἀπ' αὐτοῦ
3717,Jn19:37,καὶ πάλιν ἑτέρα γραφὴ λέγει ὄψονται εἰς ὃν ἐξεκέντησαν
3718,Jn19:38,μετὰ ταῦτα ἠρώτησεν τὸν Πιλάτον Ἰωσὴφ ὁ ἀπὸ Ἀριμαθαίας ὢν μαθητὴς τοῦ Ἰησοῦ κεκρυμμένος δὲ διὰ τὸν φόβον τῶν Ἰουδαίων ἵνα ἄρῃ τὸ σῶμα τοῦ Ἰησοῦ καὶ ἐπέτρεψεν ὁ Πιλάτος ἦλθεν οὖν καὶ ἦρεν τὸ σῶμα τοῦ Ἰησοῦ
3719,Jn19:39,ἦλθεν δὲ καὶ Νικόδημος ὁ ἐλθὼν πρὸς τὸν Ἰησοῦν νυκτὸς τὸ πρῶτον φέρων μίγμα σμύρνης καὶ ἀλόης ὡς λίτρας ἑκατόν
3720,Jn19:40,ἔλαβον οὖν τὸ σῶμα τοῦ Ἰησοῦ καὶ ἔδησαν αὐτὸ ἐν ὀθονίοις μετὰ τῶν ἀρωμάτων καθὼς ἔθος ἐστὶν τοῖς Ἰουδαίοις ἐνταφιάζειν
3721,Jn19:41,ἦν δὲ ἐν τῷ τόπῳ ὅπου ἐσταυρώθη κῆπος καὶ ἐν τῷ κήπῳ μνημεῖον καινόν ἐν ᾧ οὐδέπω οὐδεὶς ἐτέθη
3722,Jn19:42,ἐκεῖ οὖν διὰ τὴν παρασκευὴν τῶν Ἰουδαίων ὅτι ἐγγὺς ἦν τὸ μνημεῖον ἔθηκαν τὸν Ἰησοῦν
3723,Jn20:1,τῇ δὲ μιᾷ τῶν σαββάτων Μαρία ἡ Μαγδαληνὴ ἔρχεται πρωΐ σκοτίας ἔτι οὔσης εἰς τὸ μνημεῖον καὶ βλέπει τὸν λίθον ἠρμένον ἐκ τοῦ μνημείου
3724,Jn20:2,τρέχει οὖν καὶ ἔρχεται πρὸς Σίμωνα Πέτρον καὶ πρὸς τὸν ἄλλον μαθητὴν ὃν ἐφίλει ὁ Ἰησοῦς καὶ λέγει αὐτοῖς ἦραν τὸν κύριον ἐκ τοῦ μνημείου καὶ οὐκ οἴδαμεν ποῦ ἔθηκαν αὐτόν
3725,Jn20:3,ἐξῆλθεν οὖν ὁ Πέτρος καὶ ὁ ἄλλος μαθητής καὶ ἤρχοντο εἰς τὸ μνημεῖον
3726,Jn20:4,ἔτρεχον δὲ οἱ δύο ὁμοῦ καὶ ὁ ἄλλος μαθητὴς προέδραμεν τάχιον τοῦ Πέτρου καὶ ἦλθεν πρῶτος εἰς τὸ μνημεῖον
3727,Jn20:5,καὶ παρακύψας βλέπει κείμενα τὰ ὀθόνια οὐ μέντοι εἰσῆλθεν
3728,Jn20:6,ἔρχεται οὖν Σίμων Πέτρος ἀκολουθῶν αὐτῷ καὶ εἰσῆλθεν εἰς τὸ μνημεῖον καὶ θεωρεῖ τὰ ὀθόνια κείμενα
3729,Jn20:7,καὶ τὸ σουδάριον ὃ ἦν ἐπὶ τῆς κεφαλῆς αὐτοῦ οὐ μετὰ τῶν ὀθονίων κείμενον ἀλλὰ χωρὶς ἐντετυλιγμένον εἰς ἕνα τόπον
3730,Jn20:8,τότε οὖν εἰσῆλθεν καὶ ὁ ἄλλος μαθητὴς ὁ ἐλθὼν πρῶτος εἰς τὸ μνημεῖον καὶ εἶδεν καὶ ἐπίστευσεν
3731,Jn20:9,οὐδέπω γὰρ ᾔδεισαν τὴν γραφήν ὅτι δεῖ αὐτὸν ἐκ νεκρῶν ἀναστῆναι
3732,Jn20:10,ἀπῆλθον οὖν πάλιν πρὸς ἑαυτοὺς οἱ μαθηταί
3733,Jn20:11,Μαρία δὲ εἱστήκει πρὸς τὸ μνημεῖον κλαίουσα ἔξω ὡς οὖν ἔκλαιεν παρέκυψεν εἰς τὸ μνημεῖον
3734,Jn20:12,καὶ θεωρεῖ δύο ἀγγέλους ἐν λευκοῖς καθεζομένους ἕνα πρὸς τῇ κεφαλῇ καὶ ἕνα πρὸς τοῖς ποσίν ὅπου ἔκειτο τὸ σῶμα τοῦ Ἰησοῦ
3735,Jn20:13,καὶ λέγουσιν αὐτῇ ἐκεῖνοι γύναι τί κλαίεις λέγει αὐτοῖς ὅτι ἦραν τὸν κύριόν μου καὶ οὐκ οἶδα ποῦ ἔθηκαν αὐτόν
3736,Jn20:14,καὶ ταῦτα εἰποῦσα ἐστράφη εἰς τὰ ὀπίσω καὶ θεωρεῖ τὸν Ἰησοῦν ἑστῶτα καὶ οὐκ ᾔδει ὅτι Ἰησοῦς ἐστιν
3737,Jn20:15,λέγει αὐτῇ ὁ Ἰησοῦς γύναι τί κλαίεις τίνα ζητεῖς ἐκείνη δοκοῦσα ὅτι ὁ κηπουρός ἐστιν λέγει αὐτῷ κύριε εἰ σὺ ἐβάστασας αὐτόν εἰπέ μοι ποῦ ἔθηκας αὐτόν κἀγὼ αὐτὸν ἀρῶ
3738,Jn20:16,λέγει αὐτῇ ὁ Ἰησοῦς Μαρία στραφεῖσα ἐκείνη λέγει αὐτῷ ῥαββουνί ὃ λέγεται διδάσκαλε
3739,Jn20:17,λέγει αὐτῇ ὁ Ἰησοῦς μή μου ἅπτου οὔπω γὰρ ἀναβέβηκα πρὸς τὸν πατέρα μου πορεύου δὲ πρὸς τοὺς ἀδελφούς μου καὶ εἰπὲ αὐτοῖς ἀναβαίνω πρὸς τὸν πατέρα μου καὶ πατέρα ὑμῶν καὶ θεόν μου καὶ θεὸν ὑμῶν
3740,Jn20:18,ἔρχεται Μαρία ἡ Μαγδαληνὴ ἀπαγγέλλουσα τοῖς μαθηταῖς ὅτι ἑώρακεν τὸν κύριον καὶ ταῦτα εἶπεν αὐτῇ
3741,Jn20:19,οὔσης οὖν ὀψίας τῇ ἡμέρᾳ ἐκείνῃ τῇ μιᾷ τῶν σαββάτων καὶ τῶν θυρῶν κεκλεισμένων ὅπου ἦσαν οἱ μαθηταὶ συνηγμένοι διὰ τὸν φόβον τῶν Ἰουδαίων ἦλθεν ὁ Ἰησοῦς καὶ ἔστη εἰς τὸ μέσον καὶ λέγει αὐτοῖς εἰρήνη ὑμῖν
3742,Jn20:20,καὶ τοῦτο εἰπὼν ἔδειξεν αὐτοῖς τὰς χεῖρας καὶ τὴν πλευρὰν αὐτοῦ ἐχάρησαν οὖν οἱ μαθηταὶ ἰδόντες τὸν κύριον
3743,Jn20:21,εἶπεν οὖν αὐτοῖς ὁ Ἰησοῦς πάλιν εἰρήνη ὑμῖν καθὼς ἀπέσταλκέν με ὁ πατήρ κἀγὼ πέμπω ὑμᾶς
3744,Jn20:22,καὶ τοῦτο εἰπὼν ἐνεφύσησεν καὶ λέγει αὐτοῖς λάβετε πνεῦμα ἅγιον
3745,Jn20:23,ἄν τινων ἀφῆτε τὰς ἁμαρτίας ἀφιένται αὐτοῖς ἄν τινων κρατῆτε κεκράτηνται
3746,Jn20:24,Θωμᾶς δέ εἷς ἐκ τῶν δώδεκα ὁ λεγόμενος Δίδυμος οὐκ ἦν μετ' αὐτῶν ὅτε ἦλθεν ὁ Ἰησοῦς
3747,Jn20:25,ἔλεγον οὖν αὐτῷ οἱ ἄλλοι μαθηταί ἑωράκαμεν τὸν κύριον ὁ δὲ εἶπεν αὐτοῖς ἐὰν μὴ ἴδω ἐν ταῖς χερσὶν αὐτοῦ τὸν τύπον τῶν ἥλων καὶ βάλω τὸν δάκτυλόν μου εἰς τὸν τύπον τῶν ἥλων καὶ βάλω τὴν χεῖρά μου εἰς τὴν πλευρὰν αὐτοῦ οὐ μὴ πιστεύσω
3748,Jn20:26,καὶ μεθ' ἡμέρας ὀκτὼ πάλιν ἦσαν ἔσω οἱ μαθηταὶ αὐτοῦ καὶ Θωμᾶς μετ' αὐτῶν ἔρχεται ὁ Ἰησοῦς τῶν θυρῶν κεκλεισμένων καὶ ἔστη εἰς τὸ μέσον καὶ εἶπεν εἰρήνη ὑμῖν
3749,Jn20:27,εἶτα λέγει τῷ Θωμᾷ φέρε τὸν δάκτυλόν σου ὧδε καὶ ἴδε τὰς χεῖράς μου καὶ φέρε τὴν χεῖρά σου καὶ βάλε εἰς τὴν πλευράν μου καὶ μὴ γίνου ἄπιστος ἀλλὰ πιστός
3750,Jn20:28,καὶ ἀπεκρίθη Θωμᾶς καὶ εἶπεν αὐτῷ ὁ κύριός μου καὶ ὁ θεός μου
3751,Jn20:29,λέγει αὐτῷ ὁ Ἰησοῦς ὅτι ἑώρακάς με πεπίστευκας μακάριοι οἱ μὴ ἰδόντες καὶ πιστεύσαντες
3752,Jn20:30,πολλὰ μὲν οὖν καὶ ἄλλα σημεῖα ἐποίησεν ὁ Ἰησοῦς ἐνώπιον τῶν μαθητῶν αὐτοῦ ἃ οὐκ ἔστιν γεγραμμένα ἐν τῷ βιβλίῳ τούτῳ
3753,Jn20:31,ταῦτα δὲ γέγραπται ἵνα πιστεύσητε ὅτι Ἰησοῦς ἐστιν ὁ χριστὸς ὁ υἱὸς τοῦ θεοῦ καὶ ἵνα πιστεύοντες ζωὴν ἔχητε ἐν τῷ ὀνόματι αὐτοῦ
3754,Jn21:1,μετὰ ταῦτα ἐφανέρωσεν ἑαυτὸν πάλιν ὁ Ἰησοῦς τοῖς μαθηταῖς ἐπὶ τῆς θαλάσσης τῆς Τιβεριάδος ἐφανέρωσεν δὲ οὕτως
3755,Jn21:2,ἦσαν ὁμοῦ Σίμων Πέτρος καὶ Θωμᾶς ὁ λεγόμενος Δίδυμος καὶ Ναθαναὴλ ὁ ἀπὸ Κανᾶ τῆς Γαλιλαίας καὶ οἱ τοῦ Ζεβεδαίου καὶ ἄλλοι ἐκ τῶν μαθητῶν αὐτοῦ δύο
3756,Jn21:3,λέγει αὐτοῖς Σίμων Πέτρος ὑπάγω ἁλιεύειν λέγουσιν αὐτῷ ἐρχόμεθα καὶ ἡμεῖς σὺν σοί ἐξῆλθον καὶ ἐνέβησαν εἰς τὸ πλοῖον εὐθύς καὶ ἐν ἐκείνῃ τῇ νυκτὶ ἐπίασαν οὐδέν
3757,Jn21:4,πρωΐας δὲ ἤδη γενομένης ἔστη ὁ Ἰησοῦς εἰς τὸν αἰγιαλόν οὐ μέντοι ᾔδεισαν οἱ μαθηταὶ ὅτι Ἰησοῦς ἐστιν
3758,Jn21:5,λέγει οὖν αὐτοῖς ὁ Ἰησοῦς παιδία μή τι προσφάγιον ἔχετε ἀπεκρίθησαν αὐτῷ οὔ
3759,Jn21:6,ὁ δὲ εἶπεν αὐτοῖς βάλετε εἰς τὰ δεξιὰ μέρη τοῦ πλοίου τὸ δίκτυον καὶ εὑρήσετε ἔβαλον οὖν καὶ οὐκέτι αὐτὸ ἑλκύσαι ἴσχυσαν ἀπὸ τοῦ πλήθους τῶν ἰχθύων
3760,Jn21:7,λέγει οὖν ὁ μαθητὴς ἐκεῖνος ὃν ἠγάπα ὁ Ἰησοῦς τῷ Πέτρῳ ὁ κύριός ἐστιν Σίμων οὖν Πέτρος ἀκούσας ὅτι ὁ κύριός ἐστιν τὸν ἐπενδύτην διεζώσατο ἦν γὰρ γυμνός καὶ ἔβαλεν ἑαυτὸν εἰς τὴν θάλασσαν
3761,Jn21:8,οἱ δὲ ἄλλοι μαθηταὶ τῷ πλοιαρίῳ ἦλθον οὐ γὰρ ἦσαν μακρὰν ἀπὸ τῆς γῆς ἀλλ' ὡς ἀπὸ πηχῶν διακοσίων σύροντες τὸ δίκτυον τῶν ἰχθύων
3762,Jn21:9,ὡς οὖν ἀπέβησαν εἰς τὴν γῆν βλέπουσιν ἀνθρακιὰν κειμένην καὶ ὀψάριον ἐπικείμενον καὶ ἄρτον
3763,Jn21:10,λέγει αὐτοῖς ὁ Ἰησοῦς ἐνέγκατε ἀπὸ τῶν ὀψαρίων ὧν ἐπιάσατε νῦν
3764,Jn21:11,ἀνέβη Σίμων Πέτρος καὶ εἵλκυσεν τὸ δίκτυον ἐπὶ τῆς γῆς μεστὸν ἰχθύων μεγάλων ἑκατὸν πεντήκοντα τριῶν καὶ τοσούτων ὄντων οὐκ ἐσχίσθη τὸ δίκτυον
3765,Jn21:12,λέγει αὐτοῖς ὁ Ἰησοῦς δεῦτε ἀριστήσατε οὐδεὶς δὲ ἐτόλμα τῶν μαθητῶν ἐξετάσαι αὐτόν σὺ τίς εἶ εἰδότες ὅτι ὁ κύριός ἐστιν
3766,Jn21:13,ἔρχεται οὖν ὁ Ἰησοῦς καὶ λαμβάνει τὸν ἄρτον καὶ δίδωσιν αὐτοῖς καὶ τὸ ὀψάριον ὁμοίως
3767,Jn21:14,τοῦτο ἤδη τρίτον ἐφανερώθη ὁ Ἰησοῦς τοῖς μαθηταῖς αὐτοῦ ἐγερθεὶς ἐκ νεκρῶν
3768,Jn21:15,ὅτε οὖν ἠρίστησαν λέγει τῷ Σίμωνι Πέτρῳ ὁ Ἰησοῦς Σίμων Ἰωνᾶ ἀγαπᾷς με πλεῖον τούτων λέγει αὐτῷ ναὶ κύριε σὺ οἶδας ὅτι φιλῶ σε λέγει αὐτῷ βόσκε τὰ ἀρνία μου
3769,Jn21:16,λέγει αὐτῷ πάλιν δεύτερον Σίμων Ἰωνᾶ ἀγαπᾷς με λέγει αὐτῷ ναὶ κύριε σὺ οἶδας ὅτι φιλῶ σε λέγει αὐτῷ ποίμαινε τὰ πρόβατά μου
3770,Jn21:17,λέγει αὐτῷ τὸ τρίτον Σίμων Ἰωνᾶ φιλεῖς με ἐλυπήθη ὁ Πέτρος ὅτι εἶπεν αὐτῷ τὸ τρίτον φιλεῖς με καὶ εἶπεν αὐτῷ κύριε σὺ πάντα οἶδας σὺ γινώσκεις ὅτι φιλῶ σε λέγει αὐτῷ ὁ Ἰησοῦς βόσκε τὰ πρόβατά μου
3771,Jn21:18,ἀμὴν ἀμὴν λέγω σοι ὅτε ἦς νεώτερος ἐζώννυες σεαυτόν καὶ περιεπάτεις ὅπου ἤθελες ὅταν δὲ γηράσῃς ἐκτενεῖς τὰς χεῖράς σου καὶ ἄλλος σε ζώσει καὶ οἴσει ὅπου οὐ θέλεις
3772,Jn21:19,τοῦτο δὲ εἶπεν σημαίνων ποίῳ θανάτῳ δοξάσει τὸν θεόν καὶ τοῦτο εἰπὼν λέγει αὐτῷ ἀκολούθει μοι
3773,Jn21:20,ἐπιστραφεὶς δὲ ὁ Πέτρος βλέπει τὸν μαθητὴν ὃν ἠγάπα ὁ Ἰησοῦς ἀκολουθοῦντα ὃς καὶ ἀνέπεσεν ἐν τῷ δείπνῳ ἐπὶ τὸ στῆθος αὐτοῦ καὶ εἶπεν κύριε τίς ἐστιν ὁ παραδιδούς σε
3774,Jn21:21,τοῦτον ἰδὼν ὁ Πέτρος λέγει τῷ Ἰησοῦ κύριε οὗτος δὲ τί
3775,Jn21:22,λέγει αὐτῷ ὁ Ἰησοῦς ἐὰν αὐτὸν θέλω μένειν ἕως ἔρχομαι τί πρός σε σὺ ἀκολούθει μοι
3776,Jn21:23,ἐξῆλθεν οὖν ὁ λόγος οὗτος εἰς τοὺς ἀδελφούς ὅτι ὁ μαθητὴς ἐκεῖνος οὐκ ἀποθνῄσκει καὶ οὐκ εἶπεν αὐτῷ ὁ Ἰησοῦς ὅτι οὐκ ἀποθνῄσκει ἀλλ' ἐὰν αὐτὸν θέλω μένειν ἕως ἔρχομαι τί πρός σε
3777,Jn21:24,οὗτός ἐστιν ὁ μαθητὴς ὁ μαρτυρῶν περὶ τούτων καὶ γράψας ταῦτα καὶ οἴδαμεν ὅτι ἀληθής ἐστιν ἡ μαρτυρία αὐτοῦ
3778,Jn21:25,ἔστιν δὲ καὶ ἄλλα πολλὰ ὅσα ἐποίησεν ὁ Ἰησοῦς ἅτινα ἐὰν γράφηται καθ' ἕν οὐδὲ αὐτὸν οἶμαι τὸν κόσμον χωρῆσαι τὰ γραφόμενα βιβλία ἀμήν
3779,Acts1:1,τὸν μὲν πρῶτον λόγον ἐποιησάμην περὶ πάντων ὦ Θεόφιλε ὧν ἤρξατο ὁ Ἰησοῦς ποιεῖν τε καὶ διδάσκειν
3780,Acts1:2,ἄχρι ἧς ἡμέρας ἐντειλάμενος τοῖς ἀποστόλοις διὰ πνεύματος ἁγίου οὓς ἐξελέξατο ἀνελήφθη
3781,Acts1:3,οἷς καὶ παρέστησεν ἑαυτὸν ζῶντα μετὰ τὸ παθεῖν αὐτὸν ἐν πολλοῖς τεκμηρίοις δι' ἡμερῶν τεσσαράκοντα ὀπτανόμενος αὐτοῖς καὶ λέγων τὰ περὶ τῆς βασιλείας τοῦ θεοῦ
3782,Acts1:4,καὶ συναλιζόμενος παρήγγειλεν αὐτοῖς ἀπὸ Ἱεροσολύμων μὴ χωρίζεσθαι ἀλλὰ περιμένειν τὴν ἐπαγγελίαν τοῦ πατρός ἣν ἠκούσατέ μου
3783,Acts1:5,ὅτι Ἰωάννης μὲν ἐβάπτισεν ὕδατι ὑμεῖς δὲ βαπτισθήσεσθε ἐν πνεύματι ἁγίῳ οὐ μετὰ πολλὰς ταύτας ἡμέρας
3784,Acts1:6,οἱ μὲν οὖν συνελθόντες ἐπηρώτων αὐτὸν λέγοντες κύριε εἰ ἐν τῷ χρόνῳ τούτῳ ἀποκαθιστάνεις τὴν βασιλείαν τῷ Ἰσραήλ
3785,Acts1:7,εἶπεν δὲ πρὸς αὐτούς οὐχ ὑμῶν ἐστιν γνῶναι χρόνους ἢ καιροὺς οὓς ὁ πατὴρ ἔθετο ἐν τῇ ἰδίᾳ ἐξουσίᾳ
3786,Acts1:8,ἀλλὰ λήψεσθε δύναμιν ἐπελθόντος τοῦ ἁγίου πνεύματος ἐφ' ὑμᾶς καὶ ἔσεσθέ μοι μάρτυρες ἔν τε Ἱερουσαλήμ καὶ ἐν πάσῃ τῇ Ἰουδαίᾳ καὶ Σαμαρείᾳ καὶ ἕως ἐσχάτου τῆς γῆς
3787,Acts1:9,καὶ ταῦτα εἰπών βλεπόντων αὐτῶν ἐπήρθη καὶ νεφέλη ὑπέλαβεν αὐτὸν ἀπὸ τῶν ὀφθαλμῶν αὐτῶν
3788,Acts1:10,καὶ ὡς ἀτενίζοντες ἦσαν εἰς τὸν οὐρανόν πορευομένου αὐτοῦ καὶ ἰδοὺ ἄνδρες δύο παρειστήκεισαν αὐτοῖς ἐν ἐσθῆτι λευκῇ
3789,Acts1:11,οἳ καὶ εἶπον ἄνδρες Γαλιλαῖοι τί ἑστήκατε ἐμβλέποντες εἰς τὸν οὐρανόν οὗτος ὁ Ἰησοῦς ὁ ἀναληφθεὶς ἀφ' ὑμῶν εἰς τὸν οὐρανόν οὕτως ἐλεύσεται ὃν τρόπον ἐθεάσασθε αὐτὸν πορευόμενον εἰς τὸν οὐρανόν
3790,Acts1:12,τότε ὑπέστρεψαν εἰς Ἱερουσαλὴμ ἀπὸ ὄρους τοῦ καλουμένου Ἐλαιῶνος ὅ ἐστιν ἐγγὺς Ἱερουσαλήμ σαββάτου ἔχον ὁδόν
3791,Acts1:13,καὶ ὅτε εἰσῆλθον ἀνέβησαν εἰς τὸ ὑπερῷον οὗ ἦσαν καταμένοντες ὅ τε Πέτρος καὶ Ἰάκωβος καὶ Ἰωάννης καὶ Ἀνδρέας Φίλιππος καὶ Θωμᾶς Βαρθολομαῖος καὶ Ματθαῖος Ἰάκωβος Ἀλφαίου καὶ Σίμων ὁ Ζηλωτής καὶ Ἰούδας Ἰακώβου
3792,Acts1:14,οὗτοι πάντες ἦσαν προσκαρτεροῦντες ὁμοθυμαδὸν τῇ προσευχῇ καὶ τῇ δεήσει σὺν γυναιξὶν καὶ Μαρίᾳ τῇ μητρὶ τοῦ Ἰησοῦ καὶ σὺν τοῖς ἀδελφοῖς αὐτοῦ
3793,Acts1:15,καὶ ἐν ταῖς ἡμέραις ταύταις ἀναστὰς Πέτρος ἐν μέσῳ τῶν μαθητῶν εἶπεν ἦν τε ὄχλος ὀνομάτων ἐπὶ τὸ αὐτὸ ὡς ἑκατὸν εἴκοσι
3794,Acts1:16,ἄνδρες ἀδελφοί ἔδει πληρωθῆναι τὴν γραφὴν ταύτην ἣν προεῖπεν τὸ πνεῦμα τὸ ἅγιον διὰ στόματος Δαυὶδ περὶ Ἰούδα τοῦ γενομένου ὁδηγοῦ τοῖς συλλαβοῦσιν τὸν Ἰησοῦν
3795,Acts1:17,ὅτι κατηριθμημένος ἦν σὺν ἡμῖν καὶ ἔλαχεν τὸν κλῆρον τῆς διακονίας ταύτης
3796,Acts1:18,οὗτος μὲν οὖν ἐκτήσατο χωρίον ἐκ μισθοῦ τῆς ἀδικίας καὶ πρηνὴς γενόμενος ἐλάκησεν μέσος καὶ ἐξεχύθη πάντα τὰ σπλάγχνα αὐτοῦ
3797,Acts1:19,καὶ γνωστὸν ἐγένετο πᾶσιν τοῖς κατοικοῦσιν Ἱερουσαλήμ ὥστε κληθῆναι τὸ χωρίον ἐκεῖνο τῇ ἰδίᾳ διαλέκτῳ αὐτῶν Ἀκελδαμά τοῦτ' ἔστιν χωρίον αἵματος
3798,Acts1:20,γέγραπται γὰρ ἐν βίβλῳ ψαλμῶν γενηθήτω ἡ ἔπαυλις αὐτοῦ ἔρημος καὶ μὴ ἔστω ὁ κατοικῶν ἐν αὐτῇ καί τὴν ἐπισκοπὴν αὐτοῦ λάβοι ἕτερος
3799,Acts1:21,δεῖ οὖν τῶν συνελθόντων ἡμῖν ἀνδρῶν ἐν παντὶ χρόνῳ ἐν ᾧ εἰσῆλθεν καὶ ἐξῆλθεν ἐφ' ἡμᾶς ὁ κύριος Ἰησοῦς
3800,Acts1:22,ἀρξάμενος ἀπὸ τοῦ βαπτίσματος Ἰωάννου ἕως τῆς ἡμέρας ἧς ἀνελήφθη ἀφ' ἡμῶν μάρτυρα τῆς ἀναστάσεως αὐτοῦ γενέσθαι σὺν ἡμῖν ἕνα τούτων
3801,Acts1:23,καὶ ἔστησαν δύο Ἰωσὴφ τὸν καλούμενον Βαρσαβᾶν ὃς ἐπεκλήθη Ἰοῦστος καὶ Ματθίαν
3802,Acts1:24,καὶ προσευξάμενοι εἶπον σὺ κύριε καρδιογνῶστα πάντων ἀνάδειξον ὃν ἐξελέξω ἐκ τούτων τῶν δύο ἕνα
3803,Acts1:25,λαβεῖν τὸν κλῆρον τῆς διακονίας ταύτης καὶ ἀποστολῆς ἐξ ἧς παρέβη Ἰούδας πορευθῆναι εἰς τὸν τόπον τὸν ἴδιον
3804,Acts1:26,καὶ ἔδωκαν κλήρους αὐτῶν καὶ ἔπεσεν ὁ κλῆρος ἐπὶ Ματθίαν καὶ συγκατεψηφίσθη μετὰ τῶν ἕνδεκα ἀποστόλων
3805,Acts2:1,καὶ ἐν τῷ συμπληροῦσθαι τὴν ἡμέραν τῆς πεντηκοστῆς ἦσαν ἅπαντες ὁμοθυμαδὸν ἐπὶ τὸ αὐτό
