Verse,Transcription
Joh 5:16,ولهذا كان اليهود يطردون يسوع ويطلبون ان يقتلوه لانه عمل هذا في سبت.
Joh 5:17,فاجابهم يسوع ابي يعمل حتى الآن وانا اعمل.
Joh 5:18,فمن اجل هذا كان اليهود يطلبون اكثر ان يقتلوه. لانه لم ينقض السبت فقط بل قال ايضا ان الله ابوه معادلا نفسه بالله
Joh 5:19,فاجاب يسوع وقال لهم الحق الحق اقول لكم لا يقدر الابن ان يعمل من نفسه شيئا الا ما ينظر الآب يعمل. لان مهما عمل ذاك فهذا يعمله الابن كذلك.
Joh 5:20,لان الآب يحب الابن ويريه جميع ما هو يعمله. وسيريه اعمالا اعظم من هذه لتتعجبوا انتم.
Joh 5:21,لانه كما ان الآب يقيم الاموات ويحيي كذلك الابن ايضا يحيي من يشاء.
Joh 5:22,لان الآب لا يدين احدا بل قد اعطى كل الدينونة للابن.
Joh 5:23,لكي يكرم الجميع الابن كما يكرمون الآب. من لا يكرم الابن لا يكرم الآب الذي ارسله
Joh 5:24,الحق الحق اقول لكم ان من يسمع كلامي ويؤمن بالذي ارسلني فله حياة ابدية ولا يأتي الى دينونة بل قد انتقل من الموت الى الحياة.
Joh 5:25,الحق الحق اقول لكم انه تأتي ساعة وهي الآن حين يسمع الاموات صوت ابن الله والسامعون يحيون.
Joh 5:26,لانه كما ان الآب له حياة في ذاته كذلك اعطى الابن ايضا ان تكون له حياة في ذاته.
Joh 5:27,واعطاه سلطانا ان يدين ايضا لانه ابن الانسان.
Joh 5:28,لا تتعجبوا من هذا. فانه تأتي ساعة فيها يسمع جميع الذين في القبور صوته.
Joh 5:29,فيخرج الذين فعلوا الصالحات الى قيامة الحياة والذين عملوا السيّآت الى قيامة الدينونة.
Joh 5:30,انا لا اقدر ان افعل من نفسي شيئا. كما اسمع ادين ودينونتي عادلة لاني لا اطلب مشيئتي بل مشيئة الآب الذي ارسلني
Joh 5:31,ان كنت اشهد لنفسي فشهادتي ليست حقا.
Joh 5:32,الذي يشهد لي هو آخر وانا اعلم ان شهادته التي يشهدها لي هي حق.
Joh 5:33,انتم ارسلتم الى يوحنا فشهد للحق.
Joh 5:34,وانا لا اقبل شهادة من انسان. ولكني اقول هذا لتخلصوا انتم.
Joh 5:35,كان هو السراج الموقد المنير وانتم اردتم ان تبتهجوا بنوره ساعة.
Joh 5:36,واما انا فلي شهادة اعظم من يوحنا. لان الاعمال التي اعطاني الآب لاكمّلها هذه الاعمال بعينها التي انا اعملها هي تشهد لي ان الآب قد ارسلني.
Joh 5:37,والآب نفسه الذي ارسلني يشهد لي. لم تسمعوا صوته قط ولا ابصرتم هيئته.
Joh 5:38,وليست لكم كلمته ثابتة فيكم. لان الذي ارسله هو لستم انتم تؤمنون به.
Joh 5:39,فتشوا الكتب لانكم تظنون ان لكم فيها حياة ابدية. وهي التي تشهد لي.
Joh 5:40,ولا تريدون ان تأتوا اليّ لتكون لكم حياة
Joh 5:41,مجدا من الناس لست اقبل.
Joh 5:42,ولكني قد عرفتكم ان ليست لكم محبة الله في انفسكم.
Joh 5:43,انا قد أتيت باسم ابي ولستم تقبلونني. ان أتى آخر باسم نفسه فذلك تقبلونه.
Joh 5:44,كيف تقدرون ان تؤمنوا وانتم تقبلون مجدا بعضكم من بعض. والمجد الذي من الاله الواحد لستم تطلبونه
Joh 5:45,لا تظنوا اني اشكوكم الى الآب. يوجد الذي يشكوكم وهو موسى الذي عليه رجاؤكم.
Joh 5:46,لانكم لو كنتم تصدقون موسى لكنتم تصدقونني لانه هو كتب عني.
Joh 5:47,فان كنتم لستم تصدقون كتب ذاك فكيف تصدقون كلامي
Joh 6:1,بعد هذا مضى يسوع الى عبر بحر الجليل وهو بحر طبرية.
Joh 6:2,وتبعه جمع كثير لانهم ابصروا آياته التي كان يصنعها في المرضى.
Joh 6:3,فصعد يسوع الى جبل وجلس هناك مع تلاميذه.
Joh 6:4,وكان الفصح عيد اليهود قريبا
Joh 6:5,فرفع يسوع عينيه ونظر ان جمعا كثيرا مقبل اليه فقال لفيلبس من اين نبتاع خبزا لياكل هؤلاء.
Joh 6:6,وانما قال هذا ليمتحنه لانه هو علم ما هو مزمع ان يفعل.
Joh 6:7,اجابه فيلبس لا يكفيهم خبز بمئتي دينار ليأخذ كل واحد منهم شيئا يسيرا.
Joh 6:8,قال له واحد من تلاميذه وهو اندراوس اخو سمعان بطرس.
Joh 6:9,هنا غلام معه خمسة ارغفة شعير وسمكتان. ولكن ما هذا لمثل هؤلاء.
Joh 6:10,فقال يسوع اجعلوا الناس يتكئون. وكان في المكان عشب كثير. فاتكأ الرجال وعددهم نحو خمسة آلاف.
Joh 6:11,واخذ يسوع الارغفة وشكر ووزع على التلاميذ والتلاميذ اعطوا المتكئين. وكذلك من السمكتين بقدر ما شاءوا.
Joh 6:12,فلما شبعوا قال لتلاميذه اجمعوا الكسر الفاضلة لكي لا يضيع شيء.
Joh 6:13,فجمعوا وملأوا اثنتي عشرة قفة من الكسر من خمسة ارغفة الشعير التي فضلت عن الآكلين.
Joh 6:14,فلما رأى الناس الآية التي صنعها يسوع قالوا ان هذا هو بالحقيقة النبي الآتي الى العالم.
Joh 6:15,واما يسوع فاذ علم انهم مزمعون ان يأتوا ويختطفوه ليجعلوه ملكا انصرف ايضا الى الجبل وحده
Joh 6:16,ولما كان المساء نزل تلاميذه الى البحر.
Joh 6:17,فدخلوا السفينة وكانوا يذهبون الى عبر البحر الى كفرناحوم. وكان الظلام قد اقبل ولم يكن يسوع قد أتى اليهم.
Joh 6:18,وهاج البحر من ريح عظيمة تهب.
Joh 6:19,فلما كانوا قد جذفوا نحو خمس وعشرين او ثلاثين غلوة نظروا يسوع ماشيا على البحر مقتربا من السفينة فخافوا.
Joh 6:20,فقال لهم انا هو لا تخافوا.
Joh 6:21,فرضوا ان يقبلوه في السفينة وللوقت صارت السفينة الى الارض التي كانوا ذاهبين اليها
Joh 6:22,وفي الغد لما رأى الجمع الذين كانوا واقفين في عبر البحر انه لم تكن هناك سفينة اخرى سوى واحدة وهي تلك التي دخلها تلاميذه وان يسوع لم يدخل السفينة مع تلاميذه بل مضى تلاميذه وحدهم.
Joh 6:23,غير انه جاءت سفن من طبرية الى قرب الموضع الذي اكلوا فيه الخبز اذ شكر الرب.
Joh 6:24,فلما رأى الجمع ان يسوع ليس هو هناك ولا تلاميذه دخلوا هم ايضا السفن وجاءوا الى كفرناحوم يطلبون يسوع.
Joh 6:25,ولما وجدوه في عبر البحر قالوا له يا معلّم متى صرت هنا.
Joh 6:26,اجابهم يسوع وقال الحق الحق اقول لكم انتم تطلبونني ليس لانكم رأيتم آيات بل لانكم اكلتم من الخبز فشبعتم.
Joh 6:27,اعملوا لا للطعام البائد بل للطعام الباقي للحياة الابدية الذي يعطيكم ابن الانسان لان هذا الله الآب قد ختمه.
Joh 6:28,فقالوا له ماذا نفعل حتى نعمل اعمال الله.
Joh 6:29,اجاب يسوع وقال لهم هذا هو عمل الله ان تؤمنوا بالذي هو ارسله.
Joh 6:30,فقالوا له فأية آية تصنع لنرى ونؤمن بك. ماذا تعمل.
Joh 6:31,آباؤنا اكلوا المّن في البرية كما هو مكتوب انه اعطاهم خبزا من السماء ليأكلوا
Joh 6:32,فقال لهم يسوع الحق الحق اقول لكم ليس موسى اعطاكم الخبز من السماء بل ابي يعطيكم الخبز الحقيقي من السماء.
Joh 6:33,لان خبز الله هو النازل من السماء الواهب حياة للعالم.
Joh 6:34,فقالوا له يا سيد اعطنا في كل حين هذا الخبز.
Joh 6:35,فقال لهم يسوع انا هو خبز الحياة. من يقبل اليّ فلا يجوع ومن يؤمن بي فلا يعطش ابدا.
Joh 6:36,ولكني قلت لكم انكم قد رأيتموني ولستم تؤمنون.
Joh 6:37,كل ما يعطيني الآب فاليّ يقبل ومن يقبل اليّ لا اخرجه خارجا.
Joh 6:38,لاني قد نزلت من السماء ليس لاعمل مشيئتي بل مشيئة الذي ارسلني.
Joh 6:39,وهذه مشيئة الآب الذي ارسلني ان كل ما اعطاني لا أتلف منه شيئا بل اقيمه في اليوم الاخير.
Joh 6:40,لان هذه هي مشيئة الذي ارسلني ان كل من يرى الابن ويؤمن به تكون له حياة ابدية وانا اقيمه في اليوم الاخير
Joh 6:41,فكان اليهود يتذمرون عليه لانه قال انا هو الخبز الذي نزل من السماء.
Joh 6:42,وقالوا أليس هذا هو يسوع ابن يوسف الذي نحن عارفون بابيه وامه. فكيف يقول هذا اني نزلت من السماء.
Joh 6:43,فاجاب يسوع وقال لهم لا تتذمروا فيما بينكم.
Joh 6:44,لا يقدر احد ان يقبل اليّ ان لم يجتذبه الآب الذي ارسلني وانا اقيمه في اليوم الاخير.
Joh 6:45,انه مكتوب في الانبياء ويكون الجميع متعلمين من الله. فكل من سمع من الآب وتعلّم يقبل اليّ.
Joh 6:46,ليس ان احدا رأى الآب الا الذي من الله. هذا قد رأى الآب.
Joh 6:47,الحق الحق اقول لكم من يؤمن بي فله حياة ابدية.
Joh 6:48,انا هو خبز الحياة.
Joh 6:49,آباؤكم اكلوا المنّ في البرية وماتوا.
Joh 6:50,هذا هو الخبز النازل من السماء لكي يأكل منه الانسان ولا يموت.
Joh 6:51,انا هو الخبز الحي الذي نزل من السماء. ان اكل احد من هذا الخبز يحيا الى الابد. والخبز الذي انا اعطي هو جسدي الذي ابذله من اجل حياة العالم
Joh 6:52,فخاصم اليهود بعضهم بعضا قائلين كيف يقدر هذا ان يعطينا جسده لناكل.
Joh 6:53,فقال لهم يسوع الحق الحق اقول لكم ان لم تأكلوا جسد ابن الانسان وتشربوا دمه فليس لكم حياة فيكم.
Joh 6:54,من يأكل جسدي ويشرب دمي فله حياة ابدية وانا اقيمه في اليوم الاخير.
Joh 6:55,لان جسدي ماكل حق ودمي مشرب حق.
Joh 6:56,من ياكل جسدي ويشرب دمي يثبت فيّ وانا فيه.
Joh 6:57,كما ارسلني الآب الحي وانا حيّ بالآب فمن يأكلني فهو يحيا بي.
Joh 6:58,هذا هو الخبز الذي نزل من السماء. ليس كما اكل آباؤكم المنّ وماتوا. من يأكل هذا الخبز فانه يحيا الى الابد.
Joh 6:59,قال هذا في المجمع وهو يعلم في كفرناحوم
Joh 6:60,فقال كثيرون من تلاميذه اذ سمعوا ان هذا الكلام صعب. من يقدر ان يسمعه.
Joh 6:61,فعلم يسوع في نفسه ان تلاميذه يتذمرون على هذا فقال لهم أهذا يعثركم.
Joh 6:62,فان رأيتم ابن الانسان صاعدا الى حيث كان اولا.
Joh 6:63,الروح هو الذي يحيي. اما الجسد فلا يفيد شيئا. الكلام الذي اكلمكم به هو روح وحياة.
Joh 6:64,ولكن منكم قوم لا يؤمنون. لان يسوع من البدء علم من هم الذين لا يؤمنون ومن هو الذي يسلمه.
Joh 6:65,فقال. لهذا قلت لكم انه لا يقدر احد ان يأتي اليّ ان لم يعط من ابي
Joh 6:66,من هذا الوقت رجع كثيرون من تلاميذه الى الوراء ولم يعودوا يمشون معه.
Joh 6:67,فقال يسوع للاثني عشر ألعلكم انتم ايضا تريدون ان تمضوا.
Joh 6:68,فاجابه سمعان بطرس يا رب الى من نذهب. كلام الحياة الابدية عندك.
Joh 6:69,ونحن قد آمنّا وعرفنا انك انت المسيح ابن الله الحي.
Joh 6:70,اجابهم يسوع أليس اني انا اخترتكم الاثني عشر وواحد منكم شيطان.
Joh 6:71,قال عن يهوذا سمعان الاسخريوطي. لان هذا كان مزمعا ان يسلمه وهو واحد من الاثني عشر
Joh 7:1,وكان يسوع يتردد بعد هذا في الجليل. لانه لم يرد ان يتردد في اليهودية لان اليهود كانوا يطلبون ان يقتلوه
Joh 7:2,وكان عيد اليهود عيد المظال قريبا.
Joh 7:3,فقال له اخوته انتقل من هنا واذهب الى اليهودية لكي يرى تلاميذك ايضا اعمالك التي تعمل.
Joh 7:4,لانه ليس احد يعمل شيئا في الخفاء وهو يريد ان يكون علانية. ان كنت تعمل هذه الاشياء فاظهر نفسك للعالم.
Joh 7:5,لان اخوته ايضا لم يكونوا يؤمنون به.
Joh 7:6,فقال لهم يسوع ان وقتي لم يحضر بعد. واما وقتكم ففي كل حين حاضر.
Joh 7:7,لا يقدر العالم ان يبغضكم ولكنه يبغضني انا لاني اشهد عليه ان اعماله شريرة.
Joh 7:8,اصعدوا انتم الى هذا العيد. انا لست اصعد بعد الى هذا العيد لان وقتي لم يكمل بعد.
Joh 7:9,قال لهم هذا ومكث في الجليل
Joh 7:10,ولما كان اخوته قد صعدوا حينئذ صعد هو ايضا الى العيد لا ظاهرا بل كانه في الخفاء.
Joh 7:11,فكان اليهود يطلبونه في العيد ويقولون اين ذاك.
Joh 7:12,وكان في الجمع مناجاة كثيرة من نحوه. بعضهم يقولون انه صالح. وآخرون يقولون لا بل يضل الشعب.
Joh 7:13,ولكن لم يكن احد يتكلم عنه جهارا لسبب الخوف من اليهود
Joh 7:14,ولما كان العيد قد انتصف صعد يسوع الى الهيكل وكان يعلّم.
Joh 7:15,فتعجب اليهود قائلين كيف هذا يعرف الكتب وهو لم يتعلّم.
Joh 7:16,اجابهم يسوع وقال تعليمي ليس لي بل للذي ارسلني.
Joh 7:17,ان شاء احد ان يعمل مشيئته يعرف التعليم هل هو من الله ام اتكلم انا من نفسي.
Joh 7:18,من يتكلم من نفسه يطلب مجد نفسه. واما من يطلب مجد الذي ارسله فهو صادق وليس فيه ظلم.
Joh 7:19,أليس موسى قد اعطاكم الناموس وليس احد منكم يعمل الناموس. لماذا تطلبون ان تقتلوني
Joh 7:20,اجاب الجمع وقالوا بك شيطان. من يطلب ان يقتلك.
Joh 7:21,اجاب يسوع وقال لهم عملا واحدا عملت فتتعجبون جميعا.
Joh 7:22,لهذا اعطاكم موسى الختان. ليس انه من موسى بل من الآباء. ففي السبت تختنون الانسان.
Joh 7:23,فان كان الانسان يقبل الختان في السبت لئلا ينقض ناموس موسى أفتسخطون عليّ لاني شفيت انسانا كله في السبت.
Joh 7:24,لا تحكموا حسب الظاهر بل احكموا حكما عادلا
Joh 7:25,فقال قوم من اهل اورشليم أليس هذا هو الذي يطلبون ان يقتلوه.
Joh 7:26,وها هو يتكلم جهارا ولا يقولون له شيئا. ألعل الرؤساء عرفوا يقينا ان هذا هو المسيح حقا.
Joh 7:27,ولكن هذا نعلم من اين هو. واما المسيح فمتى جاء لا يعرف احد من اين هو
Joh 7:28,فنادى يسوع وهو يعلّم في الهيكل قائلا تعرفونني وتعرفون من اين انا ومن نفسي لم آت بل الذي ارسلني هو حق الذي انتم لستم تعرفونه.
Joh 7:29,انا اعرفه لاني منه وهو ارسلني.
Joh 7:30,فطلبوا ان يمسكوه. ولم يلق احد يدا عليه لان ساعته لم تكن قد جاءت بعد.
Joh 7:31,فآمن به كثيرون من الجمع وقالوا ألعل المسيح متى جاء يعمل آيات اكثر من هذه التي عملها هذا
Joh 7:32,سمع الفريسيون الجمع يتناجون بهذا من نحوه فارسل الفريسيون ورؤساء الكهنة خداما ليمسكوه.
Joh 7:33,فقال لهم يسوع انا معكم زمانا يسيرا بعد ثم امضي الى الذي ارسلني.
Joh 7:34,ستطلبونني ولا تجدونني وحيث اكون انا لا تقدرون انتم ان تأتوا.
Joh 7:35,فقال اليهود فيما بينهم الى اين هذا مزمع ان يذهب حتى لا نجده نحن. ألعله مزمع ان يذهب الى شتات اليونانيين ويعلّم اليونانيين.
Joh 7:36,ما هذا القول الذي قال ستطلبونني ولا تجدونني وحيث اكون انا لا تقدرون انتم ان تأتوا
Joh 7:37,وفي اليوم الاخير العظيم من العيد وقف يسوع ونادى قائلا ان عطش احد فليقبل اليّ ويشرب.
Joh 7:38,من آمن بي كما قال الكتاب تجري من بطنه انهار ماء حيّ.
Joh 7:39,قال هذا عن الروح الذي كان المؤمنون به مزمعين ان يقبلوه. لان الروح القدس لم يكن قد أعطي بعد. لان يسوع لم يكن قد مجّد بعد.
Joh 7:40,فكثيرون من الجمع لما سمعوا هذا الكلام قالوا هذا بالحقيقة هو النبي.
Joh 7:41,آخرون قالوا هذا هو المسيح. وآخرون قالوا ألعل المسيح من الجليل يأتي.
Joh 7:42,ألم يقل الكتاب انه من نسل داود ومن بيت لحم القرية التي كان داود فيها يأتي المسيح.
Joh 7:43,فحدث انشقاق في الجمع لسببه.
Joh 7:44,وكان قوم منهم يريدون ان يمسكوه ولكن لم يلق احد عليه الايادي
Joh 7:45,فجاء الخدام الى رؤساء الكهنة والفريسيين. فقال هؤلاء لهم لماذا لم تأتوا به.
Joh 7:46,اجاب الخدام لم يتكلم قط انسان هكذا مثل هذا الانسان.
Joh 7:47,فاجابهم الفريسيون ألعلكم انتم ايضا قد ضللتم.
Joh 7:48,ألعل احدا من الرؤساء او من الفريسيين آمن به.
Joh 7:49,ولكن هذا الشعب الذي لا يفهم الناموس هو ملعون.
Joh 7:50,قال لهم نيقوديموس الذي جاء اليه ليلا وهو واحد منهم.
Joh 7:51,ألعل ناموسنا يدين انسانا لم يسمع منه اولا ويعرف ماذا فعل.
Joh 7:52,اجابوا وقالوا له ألعلك انت ايضا من الجليل. فتّش وانظر. انه لم يقم نبي من الجليل.
Joh 7:53,فمضى كل واحد الى بيته
Joh 8:1,اما يسوع فمضى الى جبل الزيتون
Joh 8:2,ثم حضر ايضا الى الهيكل في الصبح وجاء اليه جميع الشعب فجلس يعلّمهم.
Joh 8:3,وقدم اليه الكتبة والفريسيون امرأة أمسكت في زنا. ولما اقاموها في الوسط
Joh 8:4,قالوا له يا معلّم هذه المرأة أمسكت وهي تزني في ذات الفعل.
Joh 8:5,وموسى في الناموس اوصانا ان مثل هذه ترجم. فماذا تقول انت.
Joh 8:6,قالوا هذا ليجربوه لكي يكون لهم ما يشتكون به عليه. واما يسوع فانحنى الى اسفل وكان يكتب باصبعه على الارض.
Joh 8:7,ولما استمروا يسألونه انتصب وقال لهم من كان منكم بلا خطية فليرمها اولا بحجر.
Joh 8:8,ثم انحنى ايضا الى اسفل وكان يكتب على الارض.
Joh 8:9,واما هم فلما سمعوا وكانت ضمائرهم تبكّتهم خرجوا واحدا فواحدا مبتدئين من الشيوخ الى الآخرين. وبقي يسوع وحده والمرأة واقفة في الوسط.
Joh 8:10,فلما انتصب يسوع ولم ينظر احدا سوى المرأة قال لها يا امرأة اين هم اولئك المشتكون عليك. أما دانك احد.
Joh 8:11,فقالت لا احد يا سيد. فقال لها يسوع ولا انا ادينك. اذهبي ولا تخطئي ايضا
Joh 8:12,ثم كلمهم يسوع ايضا قائلا انا هو نور العالم. من يتبعني فلا يمشي في الظلمة بل يكون له نور الحياة.
Joh 8:13,فقال له الفريسيون انت تشهد لنفسك شهادتك ليست حقا.
Joh 8:14,اجاب يسوع وقال لهم وان كنت اشهد لنفسي فشهادتي حق لاني اعلم من اين أتيت والى اين اذهب. واما انتم فلا تعلمون من اين آتي ولا الى اين اذهب.
Joh 8:15,انتم حسب الجسد تدينون. اما انا فلست ادين احدا.
Joh 8:16,وان كنت انا ادين فدينونتي حق لاني لست وحدي بل انا والآب الذي ارسلني.
Joh 8:17,وايضا في ناموسكم مكتوب ان شهادة رجلين حق.
Joh 8:18,انا هو الشاهد لنفسي ويشهد لي الآب الذي ارسلني.
Joh 8:19,فقالوا له اين هو ابوك. اجاب يسوع لستم تعرفونني انا ولا ابي. لو عرفتموني لعرفتم ابي ايضا
Joh 8:20,هذا الكلام قاله يسوع في الخزانة وهو يعلّم في الهيكل. ولم يمسكه احد لان ساعته لم تكن قد جاءت بعد
Joh 8:21,قال لهم يسوع ايضا انا امضي وستطلبونني وتموتون في خطيتكم. حيث امضي انا لا تقدرون انتم ان تأتوا.
Joh 8:22,فقال اليهود ألعله يقتل نفسه حتى يقول حيث امضي انا لا تقدرون انتم ان تأتوا.
Joh 8:23,فقال لهم انتم من اسفل. اما انا فمن فوق. انتم من هذا العالم. اما انا فلست من هذا العالم.
Joh 8:24,فقلت لكم انكم تموتون في خطاياكم. لانكم ان لم تؤمنوا اني انا هو تموتون في خطاياكم.
Joh 8:25,فقالوا له من انت. فقال لهم يسوع انا من البدء ما اكلمكم ايضا به.
Joh 8:26,ان لي اشياء كثيرة اتكلم واحكم بها من نحوكم. لكن الذي ارسلني هو حق. وانا ما سمعته منه فهذا اقوله للعالم.
Joh 8:27,ولم يفهموا انه كان يقول لهم عن الآب.
Joh 8:28,فقال لهم يسوع متى رفعتم ابن الانسان فحينئذ تفهمون اني انا هو ولست افعل شيئا من نفسي بل اتكلم بهذا كما علّمني ابي.
Joh 8:29,والذي ارسلني هو معي ولم يتركني الآب وحدي لاني في كل حين افعل ما يرضيه
Joh 8:30,وبينما هو يتكلم بهذا آمن به كثيرون.
Joh 8:31,فقال يسوع لليهود الذين آمنوا به انكم ان ثبتم في كلامي فبالحقيقة تكونون تلاميذي
Joh 8:32,وتعرفون الحق والحق يحرركم.
Joh 8:33,اجابوه اننا ذرية ابراهيم ولم نستعبد لاحد قط. كيف تقول انت انكم تصيرون احرارا.
Joh 8:34,اجابهم يسوع الحق الحق اقول لكم ان كل من يعمل الخطية هو عبد للخطية.
Joh 8:35,والعبد لا يبقى في البيت الى الابد. اما الابن فيبقى الى الابد.
Joh 8:36,فان حرركم الابن فبالحقيقة تكونون احرارا.
Joh 8:37,انا عالم انكم ذرية ابراهيم. لكنكم تطلبون ان تقتلوني لان كلامي لا موضع له فيكم.
Joh 8:38,انا اتكلم بما رأيت عند ابي. وانتم تعملون ما رأيتم عند ابيكم.
Joh 8:39,اجابوا وقالوا له ابونا هو ابراهيم. قال لهم يسوع لو كنتم اولاد ابراهيم لكنتم تعملون اعمال ابراهيم.
Joh 8:40,ولكنكم الآن تطلبون ان تقتلوني وانا انسان قد كلمكم بالحق الذي سمعه من الله. هذا لم يعمله ابراهيم.
Joh 8:41,انتم تعملون اعمال ابيكم. فقالوا له اننا لم نولد من زنا. لنا اب واحد وهو الله.
Joh 8:42,فقال لهم يسوع لو كان الله اباكم لكنتم تحبونني لاني خرجت من قبل الله وأتيت. لاني لم آت من نفسي بل ذاك ارسلني.
Joh 8:43,لماذا لا تفهمون كلامي. لانكم لا تقدرون ان تسمعوا قولي.
Joh 8:44,انتم من اب هو ابليس وشهوات ابيكم تريدون ان تعملوا. ذاك كان قتالا للناس من البدء ولم يثبت في الحق لانه ليس فيه حق. متى تكلم بالكذب فانما يتكلم مما له لانه كذاب وابو الكذاب.
Joh 8:45,واما انا فلأني اقول الحق لستم تؤمنون بي.
Joh 8:46,من منكم يبكّتني على خطية. فان كنت اقول الحق فلماذا لستم تؤمنون بي.
Joh 8:47,الذي من الله يسمع كلام الله لذلك انتم لستم تسمعون لانكم لستم من الله
Joh 8:48,فاجاب اليهود وقالوا له ألسنا نقول حسنا انك سامري وبك شيطان.
Joh 8:49,اجاب يسوع انا ليس بي شيطان لكني اكرم ابي وانتم تهينونني.
Joh 8:50,انا لست اطلب مجدي. يوجد من يطلب ويدين.
Joh 8:51,الحق الحق اقول لكم ان كان احد يحفظ كلامي فلن يرى الموت الى الابد.
Joh 8:52,فقال له اليهود الآن علمنا ان بك شيطانا. قد مات ابراهيم والانبياء. وانت تقول ان كان احد يحفظ كلامي فلن يذوق الموت الى الابد.
Joh 8:53,ألعلك اعظم من ابينا ابراهيم الذي مات. والانبياء ماتوا. من تجعل نفسك.
Joh 8:54,اجاب يسوع ان كنت امجد نفسي فليس مجدي شيئا. ابي هو الذي يمجدني الذي تقولون انتم انه الهكم
Joh 8:55,ولستم تعرفونه. واما انا فاعرفه. وان قلت اني لست اعرفه اكون مثلكم كاذبا. لكني اعرفه واحفظ قوله.
Joh 8:56,ابوكم ابراهيم تهلل بان يرى يومي فرأى وفرح.
Joh 8:57,فقال له اليهود ليس لك خمسون سنة بعد. أفرأيت ابراهيم.
Joh 8:58,قال لهم يسوع الحق الحق اقول لكم قبل ان يكون ابراهيم انا كائن.
Joh 8:59,فرفعوا حجارة ليرجموه. اما يسوع فاختفى وخرج من الهيكل مجتازا في وسطهم ومضى هكذا
Joh 9:1,وفيما هو مجتاز رأى انسانا اعمى منذ ولادته.
Joh 9:2,فسأله تلاميذه قائلين يا معلّم من اخطأ هذا أم ابواه حتى ولد اعمى.
Joh 9:3,اجاب يسوع لا هذا اخطأ ولا ابواه لكن لتظهر اعمال الله فيه.
Joh 9:4,ينبغي ان اعمل اعمال الذي ارسلني ما دام نهار. يأتي ليل حين لا يستطيع احد ان يعمل.
Joh 9:5,ما دمت في العالم فانا نور العالم
Joh 9:6,قال هذا وتفل على الارض وصنع من التفل طينا وطلى بالطين عيني الاعمى.
Joh 9:7,وقال له اذهب اغتسل في بركة سلوام. الذي تفسيره مرسل. فمضى واغتسل وأتى بصيرا
Joh 9:8,فالجيران والذين كانوا يرونه قبلا انه كان اعمى قالوا أليس هذا هو الذي كان يجلس ويستعطي.
Joh 9:9,آخرون قالوا هذا هو. وآخرون انه يشبهه. واما هو فقال اني انا هو.
Joh 9:10,فقالوا له كيف انفتحت عيناك.
Joh 9:11,اجاب ذاك وقال. انسان يقال له يسوع صنع طينا وطلى عينيّ وقال لي اذهب الى بركة سلوام واغتسل. فمضيت واغتسلت فابصرت.
Joh 9:12,فقالوا له اين ذاك. قال لا اعلم
Joh 9:13,فأتوا الى الفريسيين بالذي كان قبلا اعمى.
Joh 9:14,وكان سبت حين صنع يسوع الطين وفتح عينيه.
Joh 9:15,فسأله الفريسيون ايضا كيف ابصر. فقال لهم وضع طينا على عينيّ واغتسلت فانا أبصر.
Joh 9:16,فقال قوم من الفريسيين هذا الانسان ليس من الله لانه لا يحفظ السبت. آخرون قالوا كيف يقدر انسان خاطئ ان يعمل مثل هذه الآيات. وكان بينهم انشقاق.
Joh 9:17,قالوا ايضا للاعمى ماذا تقول انت عنه من حيث انه فتح عينيك. فقال انه نبي.
Joh 9:18,فلم يصدق اليهود عنه انه كان اعمى فأبصر حتى دعوا ابوي الذي ابصر.
Joh 9:19,فسألوهما قائلين أهذا ابنكما الذي تقولان انه ولد اعمى. فكيف يبصر الآن.
Joh 9:20,اجابهم ابواه وقالا نعلم ان هذا ابننا وانه ولد اعمى.
Joh 9:21,واما كيف يبصر الآن فلا نعلم. او من فتح عينيه فلا نعلم. هو كامل السن. اسألوه فهو يتكلم عن نفسه.
Joh 9:22,قال ابواه هذا لانهما كانا يخافان من اليهود. لان اليهود كانوا قد تعاهدوا انه ان اعترف احد بانه المسيح يخرج من المجمع.
Joh 9:23,لذلك قال أبواه انه كامل السن اسألوه
Joh 9:24,فدعوا ثانية الانسان الذي كان اعمى وقالوا له اعطي مجدا لله. نحن نعلم ان هذا الانسان خاطئ.
Joh 9:25,فاجاب ذاك وقال أخاطئ هو. لست اعلم. انما اعلم شيئا واحدا. اني كنت اعمى والآن ابصر.
Joh 9:26,فقالوا له ايضا ماذا صنع بك. كيف فتح عينيك.
Joh 9:27,اجابهم قد قلت لكم ولم تسمعوا. لماذا تريدون ان تسمعوا ايضا ألعلكم انتم تريدون ان تصيروا له تلاميذ.
Joh 9:28,فشتموه وقالوا انت تلميذ ذاك. واما نحن فاننا تلاميذ موسى.
Joh 9:29,نحن نعلم ان موسى كلمه الله. واما هذا فما نعلم من اين هو.
Joh 9:30,اجاب الرجل وقال لهم ان في هذا عجبا انكم لستم تعلمون من اين هو وقد فتح عينيّ.
Joh 9:31,ونعلم ان الله لا يسمع للخطاة. ولكن ان كان احد يتقي الله ويفعل مشيئته فلهذا يسمع.
Joh 9:32,منذ الدهر لم يسمع ان احدا فتح عيني مولود اعمى.
Joh 9:33,لو لم يكن هذا من الله لم يقدر ان يفعل شيئا.
Joh 9:34,اجابوا وقالوا له في الخطايا ولدت انت بجملتك وانت تعلّمنا. فاخرجوه خارجا
Joh 9:35,فسمع يسوع انهم اخرجوه خارجا فوجده وقال له أتؤمن بابن الله.
