Verse,Transcription
John 18:16,ὁ δὲ Πέτρος εἱστήκει πρὸς τῇ θύρᾳ ἔξω ἐξῆλθεν οὖν ὁ μαθητὴς ὁ ἄλλος ὁ γνωστὸς τοῦ ἀρχιερέως καὶ εἶπεν τῇ θυρωρῷ καὶ εἰσήγαγεν τὸν Πέτρον
John 18:17,λέγει οὖν τῷ Πέτρῳ ἡ παιδίσκη ἡ θυρωρός μὴ καὶ σὺ ἐκ τῶν μαθητῶν εἶ τοῦ ἀνθρώπου τούτου λέγει ἐκεῖνος οὐκ εἰμί
John 18:18,εἱστήκεισαν δὲ οἱ δοῦλοι καὶ οἱ ὑπηρέται ἀνθρακιὰν πεποιηκότες ὅτι ψῦχος ἦν καὶ ἐθερμαίνοντο ἦν δὲ καὶ ὁ Πέτρος μετ' αὐτῶν ἑστὼς καὶ θερμαινόμενος
John 18:19,ὁ οὖν ἀρχιερεὺς ἠρώτησεν τὸν Ἰησοῦν περὶ τῶν μαθητῶν αὐτοῦ καὶ περὶ τῆς διδαχῆς αὐτοῦ
John 18:20,ἀπεκρίθη αὐτῷ Ἰησοῦς ἐγὼ παρρησίᾳ λελάληκα τῷ κόσμῳ ἐγὼ πάντοτε ἐδίδαξα ἐν συναγωγῇ καὶ ἐν τῷ ἱερῷ ὅπου πάντες οἱ Ἰουδαῖοι συνέρχονται καὶ ἐν κρυπτῷ ἐλάλησα οὐδέν
John 18:21,τί με ἐρωτᾷς ἐρώτησον τοὺς ἀκηκοότας τί ἐλάλησα αὐτοῖς ἴδε οὗτοι οἴδασιν ἃ εἶπον ἐγώ
John 18:22,ταῦτα δὲ αὐτοῦ εἰπόντος εἷς παρεστηκὼς τῶν ὑπηρετῶν ἔδωκεν ῥάπισμα τῷ Ἰησοῦ εἰπών οὕτως ἀποκρίνῃ τῷ ἀρχιερεῖ
John 18:23,ἀπεκρίθη αὐτῷ Ἰησοῦς εἰ κακῶς ἐλάλησα μαρτύρησον περὶ τοῦ κακοῦ εἰ δὲ καλῶς τί με δέρεις
John 18:24,ἀπέστειλεν οὖν αὐτὸν ὁ Ἅννας δεδεμένον πρὸς Καϊάφαν τὸν ἀρχιερέα
John 18:25,ἦν δὲ Σίμων Πέτρος ἑστὼς καὶ θερμαινόμενος εἶπον οὖν αὐτῷ μὴ καὶ σὺ ἐκ τῶν μαθητῶν αὐτοῦ εἶ ἠρνήσατο ἐκεῖνος καὶ εἶπεν οὐκ εἰμί
John 18:26,λέγει εἷς ἐκ τῶν δούλων τοῦ ἀρχιερέως συγγενὴς ὢν οὗ ἀπέκοψεν Πέτρος τὸ ὠτίον οὐκ ἐγώ σε εἶδον ἐν τῷ κήπῳ μετ' αὐτοῦ
John 18:27,πάλιν οὖν ἠρνήσατο Πέτρος καὶ εὐθέως ἀλέκτωρ ἐφώνησεν
John 18:28,ἄγουσιν οὖν τὸν Ἰησοῦν ἀπὸ τοῦ Καϊάφα εἰς τὸ πραιτώριον ἦν δὲ πρωΐ καὶ αὐτοὶ οὐκ εἰσῆλθον εἰς τὸ πραιτώριον ἵνα μὴ μιανθῶσιν ἀλλὰ φάγωσιν τὸ πάσχα
John 18:29,ἐξῆλθεν οὖν ὁ Πειλᾶτος ἔξω πρὸς αὐτοὺς καὶ φησίν τίνα κατηγορίαν φέρετε τοῦ ἀνθρώπου τούτου
John 18:30,ἀπεκρίθησαν καὶ εἶπαν αὐτῷ εἰ μὴ ἦν οὗτος κακὸν ποιῶν οὐκ ἄν σοι παρεδώκαμεν αὐτόν
John 18:31,εἶπεν οὖν αὐτοῖς ὁ Πειλᾶτος λάβετε αὐτὸν ὑμεῖς καὶ κατὰ τὸν νόμον ὑμῶν κρίνατε εἶπον οὖν αὐτῷ οἱ Ἰουδαῖοι ἡμῖν οὐκ ἔξεστιν ἀποκτεῖναι οὐδένα
John 18:32,ἵνα ὁ λόγος τοῦ Ἰησοῦ πληρωθῇ ὃν εἶπεν σημαίνων ποίῳ θανάτῳ ἤμελλεν ἀποθνῄσκειν
John 18:33,εἰσῆλθεν οὖν εἰς τὸ πραιτώριον πάλιν ὁ Πειλᾶτος καὶ ἐφώνησεν τὸν Ἰησοῦν καὶ εἶπεν αὐτῷ σὺ εἶ ὁ βασιλεὺς τῶν Ἰουδαίων
John 18:34,ἀπεκρίθη Ἰησοῦς ἀφ' ἑαυτοῦ σὺ τοῦτο λέγεις ἢ ἄλλοι σοι εἶπόν περὶ ἐμοῦ
John 18:35,ἀπεκρίθη ὁ Πειλᾶτος μήτι ἐγὼ Ἰουδαῖός εἰμι τὸ ἔθνος τὸ σὸν καὶ οἱ ἀρχιερεῖς παρέδωκάν σε ἐμοί τί ἐποίησας
John 18:36,ἀπεκρίθη Ἰησοῦς ἡ βασιλεία ἡ ἐμὴ οὐκ ἔστιν ἐκ τοῦ κόσμου τούτου εἰ ἐκ τοῦ κόσμου τούτου ἦν ἡ βασιλεία ἡ ἐμή οἱ ὑπηρέται ἂν οἱ ἐμοὶ ἠγωνίζοντο ἵνα μὴ παραδοθῶ τοῖς Ἰουδαίοις νῦν δὲ ἡ βασιλεία ἡ ἐμὴ οὐκ ἔστιν ἐντεῦθεν
John 18:37,εἶπεν οὖν αὐτῷ ὁ Πειλᾶτος οὐκοῦν βασιλεὺς εἶ σύ ἀπεκρίθη ὁ Ἰησοῦς σὺ λέγεις ὅτι βασιλεύς εἰμι ἐγὼ εἰς τοῦτο γεγέννημαι καὶ εἰς τοῦτο ἐλήλυθα εἰς τὸν κόσμον ἵνα μαρτυρήσω τῇ ἀληθείᾳ πᾶς ὁ ὢν ἐκ τῆς ἀληθείας ἀκούει μου τῆς φωνῆς
John 18:38,λέγει αὐτῷ ὁ Πειλᾶτος τί ἐστιν ἀλήθεια καὶ τοῦτο εἰπὼν πάλιν ἐξῆλθεν πρὸς τοὺς Ἰουδαίους καὶ λέγει αὐτοῖς ἐγὼ οὐδεμίαν εὑρίσκω ἐν αὐτῷ αἰτίαν
John 18:39,ἔστιν δὲ συνήθεια ὑμῖν ἵνα ἕνα ἀπολύσω ὑμῖν ἐν τῷ πάσχα βούλεσθε οὖν ἀπολύσω ὑμῖν τὸν βασιλέα τῶν Ἰουδαίων
John 18:40,ἐκραύγασαν οὖν πάλιν λέγοντες μὴ τοῦτον ἀλλὰ τὸν Βαραββᾶν ἦν δὲ ὁ Βαραββᾶς λῃστής
John 19:1,τότε οὖν ἔλαβεν ὁ Πειλᾶτος τὸν Ἰησοῦν καὶ ἐμαστίγωσεν
John 19:2,καὶ οἱ στρατιῶται πλέξαντες στέφανον ἐξ ἀκανθῶν ἐπέθηκαν αὐτοῦ τῇ κεφαλῇ καὶ ἱμάτιον πορφυροῦν περιέβαλον αὐτόν
John 19:3,καὶ ἤρχοντο πρὸς αὐτὸν καὶ ἔλεγον χαῖρε ὁ βασιλεὺς τῶν Ἰουδαίων καὶ ἐδίδοσαν αὐτῷ ῥαπίσματα
John 19:4,ἐξῆλθεν πάλιν ὁ Πειλᾶτος ἔξω καὶ λέγει αὐτοῖς ἴδε ἄγω ὑμῖν αὐτὸν ἔξω ἵνα γνῶτε ὅτι αἰτίαν οὐχ εὑρίσκω
John 19:5,ἐξῆλθεν οὖν ὁ Ἰησοῦς ἔξω φορῶν τὸν ἀκάνθινον στέφανον καὶ τὸ πορφυροῦν ἱμάτιον καὶ λέγει αὐτοῖς ἰδοὺ ὁ ἄνθρωπος
John 19:6,ὅτε οὖν ἴδον αὐτὸν οἱ ἀρχιερεῖς καὶ οἱ ὑπηρέται ἐκραύγασαν σταύρωσον σταύρωσον λέγει αὐτοῖς ὁ Πειλᾶτος λάβετε αὐτὸν ὑμεῖς καὶ σταυρώσατε ἐγὼ γὰρ οὐχ εὑρίσκω ἐν αὐτῷ αἰτίαν
John 19:7,ἀπεκρίθησαν οἱ Ἰουδαῖοι ἡμεῖς νόμον ἔχομεν καὶ κατὰ τὸν νόμον ὀφείλει ἀποθανεῖν ὅτι υἱὸν θεοῦ ἑαυτὸν ἐποίησεν
John 19:8,ὅτε οὖν ἤκουσεν ὁ Πειλᾶτος τοῦτον τὸν λόγον μᾶλλον ἐφοβήθη
John 19:9,καὶ εἰσῆλθεν εἰς τὸ πραιτώριον πάλιν καὶ λέγει τῷ Ἰησοῦ πόθεν εἶ σύ ὁ δὲ Ἰησοῦς ἀπόκρισιν οὐκ ἔδωκεν αὐτῷ
John 19:10,λέγει αὐτῷ ὁ Πειλᾶτος ἐμοὶ οὐ λαλεῖς οὐκ οἶδας ὅτι ἐξουσίαν ἔχω ἀπολῦσαί σε καὶ ἐξουσίαν ἔχω σταυρῶσαί σε
John 19:11,ἀπεκρίθη Ἰησοῦς οὐκ ἔχεις ἐξουσίαν κατ' ἐμοῦ οὐδεμίαν εἰ μὴ ἦν δεδομένον σοι ἄνωθεν διὰ τοῦτο ὁ παραδούς μέ σοι μείζονα ἁμαρτίαν ἔχει
John 19:12,ἐκ τούτου ὁ Πειλᾶτος ἐζήτει ἀπολῦσαι αὐτόν οἱ δὲ Ἰουδαῖοι ἐκραύγαζον λέγοντες ἐὰν τοῦτον ἀπολύσῃς οὐκ εἶ φίλος τοῦ Καίσαρος πᾶς ὁ βασιλέα ἑαυτὸν ποιῶν ἀντιλέγει τῷ Καίσαρι
John 19:13,ὁ οὖν Πειλᾶτος ἀκούσας τῶν λόγων τούτων ἤγαγεν ἔξω τὸν Ἰησοῦν καὶ ἐκάθισεν ἐπὶ βήματος εἰς τόπον λεγόμενον λιθόστρωτον Ἑβραϊστὶ δὲ Γαββαθᾶ
John 19:14,ἦν δὲ παρασκευὴ τοῦ πάσχα ὥρα ἦν ὡς ἕκτη καὶ λέγει τοῖς Ἰουδαίοις ἴδε ὁ βασιλεὺς ὑμῶν
John 19:15,ἐκραύγασαν οὖν ἐκεῖνοι ἆρον ἆρον σταύρωσον αὐτόν λέγει αὐτοῖς ὁ Πειλᾶτος τὸν βασιλέα ὑμῶν σταυρώσω ἀπεκρίθησαν οἱ ἀρχιερεῖς οὐκ ἔχομεν βασιλέα εἰ μὴ Καίσαρα
John 19:16,τότε οὖν παρέδωκεν αὐτὸν αὐτοῖς ἵνα σταυρωθῇ παρέλαβον οὖν τὸν Ἰησοῦν
John 19:17,καὶ βαστάζων ἑαυτῷ τὸν σταυρὸν ἐξῆλθεν εἰς τὸν λεγόμενον κρανίου τόπον ὃ λέγεται Ἑβραϊστὶ Γολγοθᾶ
John 19:18,ὅπου αὐτὸν ἐσταύρωσαν καὶ μετ' αὐτοῦ ἄλλους δύο ἐντεῦθεν καὶ ἐντεῦθεν μέσον δὲ τὸν Ἰησοῦν
John 19:19,ἔγραψεν δὲ καὶ τίτλον ὁ Πειλᾶτος καὶ ἔθηκεν ἐπὶ τοῦ σταυροῦ ἦν δὲ γεγραμμένον Ἰησοῦς ὁ Ναζωραῖος ὁ βασιλεὺς τῶν Ἰουδαίων
John 19:20,τοῦτον οὖν τὸν τίτλον πολλοὶ ἀνέγνωσαν τῶν Ἰουδαίων ὅτι ἐγγὺς ἦν ὁ τόπος τῆς πόλεως ὅπου ἐσταυρώθη ὁ Ἰησοῦς καὶ ἦν γεγραμμένον Ἑβραϊστί Ῥωμαϊστί Ἑλληνιστί
John 19:21,ἔλεγον οὖν τῷ Πειλάτῳ οἱ ἀρχιερεῖς τῶν Ἰουδαίων μὴ γράφε ὁ βασιλεὺς τῶν Ἰουδαίων ἀλλ' ὅτι ἐκεῖνος εἶπεν βασιλεύς εἰμι τῶν Ἰουδαίων
John 19:22,ἀπεκρίθη ὁ Πειλᾶτος ὃ γέγραφα γέγραφα
John 19:23,οἱ οὖν στρατιῶται ὅτε ἐσταύρωσαν τὸν Ἰησοῦν ἔλαβον τὰ ἱμάτια αὐτοῦ καὶ ἐποίησαν τέσσαρα μέρη ἑκάστῳ στρατιώτῃ μέρος καὶ τὸν χιτῶνα ἦν δὲ ὁ χιτὼν ἄραφος ἐκ τῶν ἄνωθεν ὑφαντὸς δι' ὅλου
John 19:24,εἶπαν οὖν πρὸς ἀλλήλους μὴ σχίσωμεν αὐτόν ἀλλὰ λάχωμεν περὶ αὐτοῦ τίνος ἔσται ἵνα ἡ γραφὴ πληρωθῇ διεμερίσαντο τὰ ἱμάτιά μου ἑαυτοῖς καὶ ἐπὶ τὸν ἱματισμόν μου ἔβαλον κλῆρον οἱ μὲν οὖν στρατιῶται ταῦτα ἐποίησαν
John 19:25,εἱστήκεισαν δὲ παρὰ τῷ σταυρῷ τοῦ Ἰησοῦ ἡ μήτηρ αὐτοῦ καὶ ἡ ἀδελφὴ τῆς μητρὸς αὐτοῦ Μαρίαμ ἡ τοῦ Κλωπᾶ καὶ Μαρίαμ ἡ Μαγδαληνή
John 19:26,Ἰησοῦς οὖν ἰδὼν τὴν μητέρα καὶ τὸν μαθητὴν παρεστῶτα ὃν ἠγάπα λέγει τῇ μητρί γύναι ἴδε ὁ υἱός σου
John 19:27,εἶτα λέγει τῷ μαθητῇ ἴδε ἡ μήτηρ σου καὶ ἀπ' ἐκείνης τῆς ὥρας ἔλαβεν αὐτὴν ὁ μαθητὴς εἰς τὰ ἴδια
John 19:28,μετὰ τοῦτο εἰδὼς ὁ Ἰησοῦς ὅτι ἤδη πάντα τετέλεσται ἵνα τελειωθῇ ἡ γραφή λέγει διψῶ
John 19:29,σκεῦος ἔκειτο ὄξους μεστόν σπόγγον οὖν μεστὸν ὄξους ὑσσώπῳ περιθέντες προσήνεγκαν αὐτοῦ τῷ στόματι
John 19:30,ὅτε οὖν ἔλαβεν τὸ ὄξος εἶπεν τετέλεσται καὶ κλίνας τὴν κεφαλὴν παρέδωκεν τὸ πνεῦμα
John 19:31,οἱ οὖν Ἰουδαῖοι ἐπεὶ παρασκευὴ ἦν ἵνα μὴ μείνῃ ἐπὶ τοῦ σταυροῦ τὰ σώματα ἐν τῷ σαββάτῳ ἦν γὰρ μεγάλη ἡ ἡμέρα ἐκείνου τοῦ σαββάτου ἠρώτησαν τὸν Πειλᾶτον ἵνα κατεαγῶσιν αὐτῶν τὰ σκέλη καὶ ἀρθῶσιν
John 19:32,ἦλθον οὖν οἱ στρατιῶται καὶ τοῦ μὲν πρώτου κατέαξαν τὰ σκέλη καὶ τοῦ ἄλλου τοῦ συνσταυρωθέντος αὐτῷ
John 19:33,ἐπὶ δὲ τὸν Ἰησοῦν ἐλθόντες ὡς εἶδον ἤδη αὐτὸν τεθνηκότα οὐ κατέαξαν αὐτοῦ τὰ σκέλη
John 19:34,ἀλλ' εἷς τῶν στρατιωτῶν λόγχῃ αὐτοῦ τὴν πλευρὰν ἔνυξεν καὶ ἐξῆλθεν εὐθὺς αἷμα καὶ ὕδωρ
John 19:35,καὶ ὁ ἑωρακὼς μεμαρτύρηκεν καὶ ἀληθινὴ αὐτοῦ ἐστιν ἡ μαρτυρία κἀκεῖνος οἶδεν ὅτι ἀληθῆ λέγει ἵνα καὶ ὑμεῖς πιστεύητε
John 19:36,ἐγένετο γὰρ ταῦτα ἵνα ἡ γραφὴ πληρωθῇ ὀστοῦν οὐ συντριβήσεται αὐτοῦ
John 19:37,καὶ πάλιν ἑτέρα γραφὴ λέγει ὄψονται εἰς ὃν ἐξεκέντησαν
John 19:38,μετὰ δὲ ταῦτα ἠρώτησεν τὸν Πειλᾶτον Ἰωσὴφ ὁ ἀπὸ Ἀριμαθαίας ὢν μαθητὴς τοῦ Ἰησοῦ κεκρυμμένος δὲ διὰ τὸν φόβον τῶν Ἰουδαίων ἵνα ἄρῃ τὸ σῶμα τοῦ Ἰησοῦ καὶ ἐπέτρεψεν ὁ Πειλᾶτος ἦλθεν οὖν καὶ ἦραν αὐτόν
John 19:39,ἦλθεν δὲ καὶ Νικόδημος ὁ ἐλθὼν πρὸς αὐτὸν νυκτὸς τὸ πρῶτον φέρων μίγμα σμύρνης καὶ ἀλόης ὡς λίτρας ἑκατόν
John 19:40,ἔλαβον οὖν τὸ σῶμα τοῦ Ἰησοῦ καὶ ἔδησαν αὐτὸ ὀθονίοις μετὰ τῶν ἀρωμάτων καθὼς ἔθος ἐστὶν τοῖς Ἰουδαίοις ἐνταφιάζειν
John 19:41,ἦν δὲ ἐν τῷ τόπῳ ὅπου ἐσταυρώθη κῆπος καὶ ἐν τῷ κήπῳ μνημεῖον καινόν ἐν ᾧ οὐδέπω οὐδεὶς ἐτέθη
John 19:42,ἐκεῖ οὖν διὰ τὴν παρασκευὴν τῶν Ἰουδαίων ὅτι ἐγγὺς ἦν τὸ μνημεῖον ἔθηκαν τὸν Ἰησοῦν
John 20:1,τῇ δὲ μιᾷ τῶν σαββάτων Μαρίαμ ἡ Μαγδαληνὴ ἔρχεται πρωῒ σκοτίας ἔτι οὔσης εἰς τὸ μνημεῖον καὶ βλέπει τὸν λίθον ἠρμένον ἐκ τοῦ μνημείου
John 20:2,τρέχει οὖν καὶ ἔρχεται πρὸς Σίμωνα Πέτρον καὶ πρὸς τὸν ἄλλον μαθητὴν ὃν ἐφίλει ὁ Ἰησοῦς καὶ λέγει αὐτοῖς ἦραν τὸν κύριον ἐκ τοῦ μνημείου καὶ οὐκ οἴδαμεν ποῦ ἔθηκαν αὐτόν
John 20:3,ἐξῆλθεν οὖν ὁ Πέτρος καὶ ὁ ἄλλος μαθητής καὶ ἤρχοντο εἰς τὸ μνημεῖον
John 20:4,ἔτρεχον δὲ οἱ δύο ὁμοῦ καὶ ὁ ἄλλος μαθητὴς προέδραμεν τάχιον τοῦ Πέτρου καὶ ἦλθεν πρῶτος εἰς τὸ μνημεῖον
John 20:5,καὶ παρακύψας βλέπει κείμενα τὰ ὀθόνια οὐ μέντοι εἰσῆλθεν
John 20:6,ἔρχεται οὖν Σίμων Πέτρος ἀκολουθῶν αὐτῷ καὶ εἰσῆλθεν εἰς τὸ μνημεῖον καὶ θεωρεῖ τὰ ὀθόνια κείμενα
John 20:7,καὶ τὸ σουδάριον ὃ ἦν ἐπὶ τῆς κεφαλῆς αὐτοῦ οὐ μετὰ τῶν ὀθονίων κείμενον ἀλλὰ χωρὶς ἐντετυλιγμένον εἰς ἕνα τόπον
John 20:8,τότε οὖν εἰσῆλθεν καὶ ὁ ἄλλος μαθητὴς ὁ ἐλθὼν πρῶτος εἰς τὸ μνημεῖον καὶ εἶδεν καὶ ἐπίστευσεν
John 20:9,οὐδέπω γὰρ ᾔδεισαν τὴν γραφὴν ὅτι δεῖ αὐτὸν ἐκ νεκρῶν ἀναστῆναι
John 20:10,ἀπῆλθον οὖν πάλιν πρὸς αὐτοὺς οἱ μαθηταί
John 20:11,Μαρὶαμ δὲ εἱστήκει πρὸς τῷ μνημείῳ ἔξω κλαίουσα ὡς οὖν ἔκλαιεν παρέκυψεν εἰς τὸ μνημεῖον
John 20:12,καὶ θεωρεῖ δύο ἀγγέλους ἐν λευκοῖς καθεζομένους ἕνα πρὸς τῇ κεφαλῇ καὶ ἕνα πρὸς τοῖς ποσίν ὅπου ἔκειτο τὸ σῶμα τοῦ Ἰησοῦ
John 20:13,λέγουσιν αὐτῇ ἐκεῖνοι γύναι τί κλαίεις λέγει αὐτοῖς ὅτι ἦραν τὸν κύριόν μου καὶ οὐκ οἶδα ποῦ ἔθηκαν αὐτόν
John 20:14,ταῦτα εἰποῦσα ἐστράφη εἰς τὰ ὀπίσω καὶ θεωρεῖ τὸν Ἰησοῦν ἑστῶτα καὶ οὐκ ᾔδει ὅτι Ἰησοῦς ἐστιν
John 20:15,λέγει αὐτῇ Ἰησοῦς γύναι τί κλαίεις τίνα ζητεῖς ἐκείνη δοκοῦσα ὅτι ὁ κηπουρός ἐστιν λέγει αὐτῷ κύριε εἰ σὺ ἐβάστασας αὐτόν εἰπέ μοι ποῦ ἔθηκας αὐτόν κἀγὼ αὐτὸν ἀρῶ
John 20:16,λέγει αὐτῇ Ἰησοῦς Μαριάμ στραφεῖσα ἐκείνη λέγει αὐτῷ Ἑβραϊστί ῥαββουνί ὃ λέγεται διδάσκαλε
John 20:17,λέγει αὐτῇ Ἰησοῦς μή μου ἅπτου οὔπω γὰρ ἀναβέβηκα πρὸς τὸν πατέρα πορεύου δὲ πρὸς τοὺς ἀδελφούς μου καὶ εἰπὲ αὐτοῖς ἀναβαίνω πρὸς τὸν πατέρα μου καὶ πατέρα ὑμῶν καὶ θεόν μου καὶ θεὸν ὑμῶν
John 20:18,ἔρχεται Μαριὰμ ἡ Μαγδαληνὴ ἀγγέλλουσα τοῖς μαθηταῖς ὅτι ἑώρακα τὸν κύριον καὶ ταῦτα εἶπεν αὐτῇ
John 20:19,οὔσης οὖν ὀψίας τῇ ἡμέρᾳ ἐκείνῃ τῇ μιᾷ σαββάτων καὶ τῶν θυρῶν κεκλεισμένων ὅπου ἦσαν οἱ μαθηταὶ διὰ τὸν φόβον τῶν Ἰουδαίων ἦλθεν ὁ Ἰησοῦς καὶ ἔστη εἰς τὸ μέσον καὶ λέγει αὐτοῖς εἰρήνη ὑμῖν
John 20:20,καὶ τοῦτο εἰπὼν ἔδειξεν τὰς χεῖρας καὶ τὴν πλευρὰν αὐτοῖς ἐχάρησαν οὖν οἱ μαθηταὶ ἰδόντες τὸν κύριον
John 20:21,εἶπεν οὖν αὐτοῖς πάλιν εἰρήνη ὑμῖν καθὼς ἀπέσταλκέν με ὁ πατήρ κἀγὼ πέμπω ὑμᾶς
John 20:22,καὶ τοῦτο εἰπὼν ἐνεφύσησεν καὶ λέγει αὐτοῖς λάβετε πνεῦμα ἅγιον
John 20:23,ἄν τινων ἀφῆτε τὰς ἁμαρτίας ἀφέωνται αὐτοῖς ἄν τινων κρατῆτε κεκράτηνται
John 20:24,Θωμᾶς δὲ εἷς ἐκ τῶν δώδεκα ὁ λεγόμενος Δίδυμος οὐκ ἦν μετ' αὐτῶν ὅτε ἦλθεν Ἰησοῦς
John 20:25,ἔλεγον οὖν αὐτῷ οἱ ἄλλοι μαθηταί ἑωράκαμεν τὸν κύριον ὁ δὲ εἶπεν αὐτοῖς ἐὰν μὴ ἴδω ἐν ταῖς χερσὶν αὐτοῦ τὸν τύπον τῶν ἥλων καὶ βάλω μου τὸν δάκτυλον εἰς τὸν τόπον τῶν ἥλων καὶ βάλω μου τὴν χεῖρα εἰς τὴν πλευρὰν αὐτοῦ οὐ μὴ πιστεύσω
John 20:26,καὶ μεθ' ἡμέρας ὀκτὼ πάλιν ἦσαν ἔσω οἱ μαθηταὶ αὐτοῦ καὶ Θωμᾶς μετ' αὐτῶν ἔρχεται ὁ Ἰησοῦς τῶν θυρῶν κεκλεισμένων καὶ ἔστη εἰς τὸ μέσον καὶ εἶπεν εἰρήνη ὑμῖν
John 20:27,εἶτα λέγει τῷ Θωμᾷ φέρε τὸν δάκτυλόν σου ὧδε καὶ ἴδε τὰς χεῖράς μου καὶ φέρε τὴν χεῖρά σου καὶ βάλε εἰς τὴν πλευράν μου καὶ μὴ γίνου ἄπιστος ἀλλὰ πιστός
John 20:28,ἀπεκρίθη Θωμᾶς καὶ εἶπεν αὐτῷ ὁ κύριός μου καὶ ὁ θεός μου
John 20:29,λέγει αὐτῷ ὁ Ἰησοῦς ὅτι ἑώρακάς με πεπίστευκας μακάριοι οἱ μὴ ἰδόντες καὶ πιστεύσαντες
John 20:30,πολλὰ μὲν οὖν καὶ ἄλλα σημεῖα ἐποίησεν ὁ Ἰησοῦς ἐνώπιον τῶν μαθητῶν ἃ οὐκ ἔστιν γεγραμμένα ἐν τῷ βιβλίῳ τούτῳ
John 20:31,ταῦτα δὲ γέγραπται ἵνα πιστεύητε ὅτι Ἰησοῦς ἐστιν ὁ Χριστὸς ὁ υἱὸς τοῦ θεοῦ καὶ ἵνα πιστεύοντες ζωὴν ἔχητε ἐν τῷ ὀνόματι αὐτοῦ
John 21:1,μετὰ ταῦτα ἐφανέρωσεν ἑαυτὸν πάλιν Ἰησοῦς τοῖς μαθηταῖς ἐπὶ τῆς θαλάσσης τῆς Τιβεριάδος ἐφανέρωσεν δὲ οὕτως
John 21:2,ἦσαν ὁμοῦ Σίμων Πέτρος καὶ Θωμᾶς ὁ λεγόμενος Δίδυμος καὶ Ναθαναὴλ ὁ ἀπὸ Κανᾶ τῆς Γαλιλαίας καὶ οἱ τοῦ Ζεβεδαίου καὶ ἄλλοι ἐκ τῶν μαθητῶν αὐτοῦ δύο
John 21:3,λέγει αὐτοῖς Σίμων Πέτρος ὑπάγω ἁλιεύειν λέγουσιν αὐτῷ ἐρχόμεθα καὶ ἡμεῖς σὺν σοί ἐξῆλθον καὶ ἐνέβησαν εἰς τὸ πλοῖον καὶ ἐν ἐκείνῃ τῇ νυκτὶ ἐπίασαν οὐδέν
John 21:4,πρωΐας δὲ ἤδη γινομένης ἔστη Ἰησοῦς ἐπὶ τὸν αἰγιαλόν οὐ μέντοι ᾔδεισαν οἱ μαθηταὶ ὅτι Ἰησοῦς ἐστίν
John 21:5,λέγει οὖν αὐτοῖς Ἰησοῦς παιδία μή τι προσφάγιον ἔχετε ἀπεκρίθησαν αὐτῷ οὔ
John 21:6,λέγει αὐτοῖς βάλετε εἰς τὰ δεξιὰ μέρη τοῦ πλοίου τὸ δίκτυον καὶ εὑρήσετε ἔβαλον οὖν καὶ οὐκέτι αὐτὸ ἑλκύσαι ἴσχυον ἀπὸ τοῦ πλήθους τῶν ἰχθύων
John 21:7,λέγει οὖν ὁ μαθητὴς ἐκεῖνος ὃν ἠγάπα ὁ Ἰησοῦς τῷ Πέτρῳ ὁ κύριός ἐστιν Σίμων οὖν Πέτρος ἀκούσας ὅτι ὁ κύριός ἐστιν τὸν ἐπενδύτην διεζώσατο ἦν γὰρ γυμνός καὶ ἔβαλεν ἑαυτὸν εἰς τὴν θάλασσαν
John 21:8,οἱ δὲ ἄλλοι μαθηταὶ τῷ πλοιαρίῳ ἦλθον οὐ γὰρ ἦσαν μακρὰν ἀπὸ τῆς γῆς ἀλλὰ ὡς ἀπὸ πηχῶν διακοσίων σύροντες τὸ δίκτυον τῶν ἰχθύων
John 21:9,ὡς οὖν ἀπέβησαν εἰς τὴν γῆν βλέπουσιν ἀνθρακιὰν κειμένην καὶ ὀψάριον ἐπικείμενον καὶ ἄρτον
John 21:10,λέγει αὐτοῖς ὁ Ἰησοῦς ἐνέγκατε ἀπὸ τῶν ὀψαρίων ὧν ἐπιάσατε νῦν
John 21:11,ἀνέβη Σίμων Πέτρος καὶ εἵλκυσεν τὸ δίκτυον εἰς τὴν γῆν μεστὸν ἰχθύων μεγάλων ἑκατὸν πεντήκοντα τριῶν καὶ τοσούτων ὄντων οὐκ ἐσχίσθη τὸ δίκτυον
John 21:12,λέγει αὐτοῖς ὁ Ἰησοῦς δεῦτε ἀριστήσατε οὐδεὶς δὲ ἐτόλμα τῶν μαθητῶν ἐξετάσαι αὐτόν σὺ τίς εἶ εἰδότες ὅτι ὁ κύριός ἐστιν
John 21:13,ἔρχεται Ἰησοῦς καὶ λαμβάνει τὸν ἄρτον καὶ δίδωσιν αὐτοῖς καὶ τὸ ὀψάριον ὁμοίως
John 21:14,τοῦτο ἤδη τρίτον ἐφανερώθη Ἰησοῦς τοῖς μαθηταῖς ἐγερθεὶς ἐκ νεκρῶν
John 21:15,ὅτε οὖν ἠρίστησαν λέγει τῷ Σίμωνι Πέτρῳ ὁ Ἰησοῦς Σίμων Ἰωάννου ἀγαπᾷς με πλέον τούτων λέγει αὐτῷ ναί κύριε σὺ οἶδας ὅτι φιλῶ σε λέγει αὐτῷ βόσκε τὰ ἀρνία μου
John 21:16,λέγει αὐτῷ πάλιν δεύτερον Σίμων Ἰωάννου ἀγαπᾷς με λέγει αὐτῷ ναί κύριε σὺ οἶδας ὅτι φιλῶ σε λέγει αὐτῷ ποίμαινε τὰ προβάτιά μου
